Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
161	-1.9900696	0.0	-1.9900696	-1.9900696	1.0	736.0662648677826
162	-1.1823205	0.0	-1.1823205	-1.1823205	1.0	741.3799271583557
163	-0.98871404	0.0	-0.98871404	-0.98871404	1.0	746.4901931285858
164	-5.566297	0.0	-5.566297	-5.566297	1.0	751.5929958820343
165	-0.475368	0.0	-0.475368	-0.475368	1.0	756.8925449848175
166	-0.5652922	0.0	-0.5652922	-0.5652922	1.0	762.0086095333099
167	-1.0132638	0.0	-1.0132638	-1.0132638	1.0	767.1275491714478
168	-1.0738313	0.0	-1.0738313	-1.0738313	1.0	772.5120964050293
169	-1.3457102	0.0	-1.3457102	-1.3457102	1.0	777.6330397129059
170	-2.1172867	0.0	-2.1172867	-2.1172867	1.0	782.8104519844055
171	-1.5141604	0.0	-1.5141604	-1.5141604	1.0	787.9126555919647
172	-3.7868838	0.0	-3.7868838	-3.7868838	1.0	792.8946950435638
173	-0.19469768	0.0	-0.19469768	-0.19469768	1.0	797.9094977378845
174	-3.0231738	0.0	-3.0231738	-3.0231738	1.0	802.9049735069275
175	-1.622079	0.0	-1.622079	-1.622079	1.0	807.9976885318756
176	-1.6223556	0.0	-1.6223556	-1.6223556	1.0	813.0972492694855
177	-0.60533464	0.0	-0.60533464	-0.60533464	1.0	818.2866415977478
178	-1.5989298	0.0	-1.5989298	-1.5989298	1.0	823.3318383693695
179	-0.2344258	0.0	-0.2344258	-0.2344258	1.0	828.5203278064728
180	-1.7929987	0.0	-1.7929987	-1.7929987	1.0	833.6334474086761
181	-1.4855574	0.0	-1.4855574	-1.4855574	1.0	838.6303102970123
182	-1.9076899	0.0	-1.9076899	-1.9076899	1.0	843.6199016571045
183	-1.3726866	0.0	-1.3726866	-1.3726866	1.0	848.7584464550018
184	-2.1329942	0.0	-2.1329942	-2.1329942	1.0	853.8563921451569
185	-1.4702852	0.0	-1.4702852	-1.4702852	1.0	858.9250018596649
186	-1.0059054	0.0	-1.0059054	-1.0059054	1.0	864.0303354263306
187	-1.5237651	0.0	-1.5237651	-1.5237651	1.0	869.1085648536682
188	-0.7393048	0.0	-0.7393048	-0.7393048	1.0	874.104394197464
189	-0.8680943	0.0	-0.8680943	-0.8680943	1.0	879.1782991886139
190	-1.3131714	0.0	-1.3131714	-1.3131714	1.0	884.1980104446411
191	-2.8172262	0.0	-2.8172262	-2.8172262	1.0	889.2292268276215
192	-2.4197614	0.0	-2.4197614	-2.4197614	1.0	894.33393907547
193	-2.6644642	0.0	-2.6644642	-2.6644642	1.0	899.5117101669312
194	-1.8514783	0.0	-1.8514783	-1.8514783	1.0	904.5012423992157
195	-2.2262278	0.0	-2.2262278	-2.2262278	1.0	909.5241408348083
196	-2.0542502	0.0	-2.0542502	-2.0542502	1.0	914.618537902832
197	-0.64138126	0.0	-0.64138126	-0.64138126	1.0	919.8122420310974
198	-1.0178487	0.0	-1.0178487	-1.0178487	1.0	924.8092980384827
199	-0.378749	0.0	-0.378749	-0.378749	1.0	929.8719141483307
200	-0.3798696	0.0	-0.3798696	-0.3798696	1.0	934.9064793586731
201	-0.9369743	0.0	-0.9369743	-0.9369743	1.0	939.891964673996
202	-1.4675027	0.0	-1.4675027	-1.4675027	1.0	945.0001316070557
203	-2.398394	0.0	-2.398394	-2.398394	1.0	950.1312408447266
204	-1.8512207	0.0	-1.8512207	-1.8512207	1.0	955.1300895214081
205	-1.4838802	0.0	-1.4838802	-1.4838802	1.0	960.0239582061768
206	-2.4859476	0.0	-2.4859476	-2.4859476	1.0	965.1464745998383
207	-3.1469321	0.0	-3.1469321	-3.1469321	1.0	970.1269814968109
208	-2.8041952	0.0	-2.8041952	-2.8041952	1.0	975.4040977954865
209	-1.1706637	0.0	-1.1706637	-1.1706637	1.0	980.6046411991119
210	-2.2647858	0.0	-2.2647858	-2.2647858	1.0	985.655246257782
211	-2.069448	0.0	-2.069448	-2.069448	1.0	990.1892185211182
212	-1.3162329	0.0	-1.3162329	-1.3162329	1.0	994.8270390033722
213	-0.92028517	0.0	-0.92028517	-0.92028517	1.0	999.4031686782837
214	-2.1404479	0.0	-2.1404479	-2.1404479	1.0	1003.9882049560547
215	-2.1583455	0.0	-2.1583455	-2.1583455	1.0	1008.5287857055664
216	-2.064999	0.0	-2.064999	-2.064999	1.0	1013.2219591140747
217	-1.1982914	0.0	-1.1982914	-1.1982914	1.0	1017.8945815563202
218	-0.86639	0.0	-0.86639	-0.86639	1.0	1022.471818447113
219	-1.2705914	0.0	-1.2705914	-1.2705914	1.0	1027.0351223945618
220	-1.7262658	0.0	-1.7262658	-1.7262658	1.0	1031.5822699069977
221	-2.1914833	0.0	-2.1914833	-2.1914833	1.0	1036.1230113506317
222	-1.7679541	0.0	-1.7679541	-1.7679541	1.0	1040.63174533844
223	-3.0508034	0.0	-3.0508034	-3.0508034	1.0	1045.2886717319489
224	-1.0544304	0.0	-1.0544304	-1.0544304	1.0	1049.8169548511505
225	-1.4767548	0.0	-1.4767548	-1.4767548	1.0	1054.4448039531708
226	-0.55898046	0.0	-0.55898046	-0.55898046	1.0	1059.1339995861053
227	-0.9482584	0.0	-0.9482584	-0.9482584	1.0	1063.7505180835724
228	-2.2790573	0.0	-2.2790573	-2.2790573	1.0	1068.3027374744415
229	-1.64964	0.0	-1.64964	-1.64964	1.0	1072.8757750988007
230	-1.8910594	0.0	-1.8910594	-1.8910594	1.0	1077.4902427196503
231	-2.5498595	0.0	-2.5498595	-2.5498595	1.0	1082.1657371520996
232	-1.2966961	0.0	-1.2966961	-1.2966961	1.0	1086.7670140266418
233	-0.65281	0.0	-0.65281	-0.65281	1.0	1091.306936264038
234	-0.82586807	0.0	-0.82586807	-0.82586807	1.0	1095.9911584854126
235	-1.1644567	0.0	-1.1644567	-1.1644567	1.0	1100.5584769248962
236	-0.71876425	0.0	-0.71876425	-0.71876425	1.0	1105.1407463550568
237	-1.1443893	0.0	-1.1443893	-1.1443893	1.0	1109.676174402237
238	-1.4224257	0.0	-1.4224257	-1.4224257	1.0	1114.3616318702698
239	-0.93756694	0.0	-0.93756694	-0.93756694	1.0	1119.0322880744934
240	-2.5927105	0.0	-2.5927105	-2.5927105	1.0	1123.6864206790924
241	-1.0956146	0.0	-1.0956146	-1.0956146	1.0	1128.3509657382965
242	-2.187534	0.0	-2.187534	-2.187534	1.0	1132.92129445076
243	-0.99515504	0.0	-0.99515504	-0.99515504	1.0	1137.4680936336517
244	-1.7779084	0.0	-1.7779084	-1.7779084	1.0	1142.0701911449432
245	-0.6988393	0.0	-0.6988393	-0.6988393	1.0	1146.6648209095001
246	-2.4656534	0.0	-2.4656534	-2.4656534	1.0	1151.431078672409
247	-0.9833458	0.0	-0.9833458	-0.9833458	1.0	1156.1000072956085
248	-4.893474	0.0	-4.893474	-4.893474	1.0	1160.6930975914001
249	-1.0204728	0.0	-1.0204728	-1.0204728	1.0	1165.3885750770569
250	-0.6202934	0.0	-0.6202934	-0.6202934	1.0	1170.0021126270294
251	-1.7275819	0.0	-1.7275819	-1.7275819	1.0	1174.6300384998322
252	-1.2759259	0.0	-1.2759259	-1.2759259	1.0	1179.2270202636719
253	-0.57980585	0.0	-0.57980585	-0.57980585	1.0	1183.8926227092743
254	-2.2841046	0.0	-2.2841046	-2.2841046	1.0	1188.5168521404266
255	-1.7770014	0.0	-1.7770014	-1.7770014	1.0	1193.1297166347504
256	-1.5110149	0.0	-1.5110149	-1.5110149	1.0	1197.737013578415
257	-0.19848476	0.0	-0.19848476	-0.19848476	1.0	1202.2850618362427
258	-0.9250578	0.0	-0.9250578	-0.9250578	1.0	1206.8859367370605
259	-0.57187456	0.0	-0.57187456	-0.57187456	1.0	1211.6082859039307
260	-1.9320675	0.0	-1.9320675	-1.9320675	1.0	1216.1771335601807
261	-2.3024762	0.0	-2.3024762	-2.3024762	1.0	1220.8223145008087
262	-0.9124812	0.0	-0.9124812	-0.9124812	1.0	1225.5340015888214
263	-1.3158196	0.0	-1.3158196	-1.3158196	1.0	1230.0829660892487
264	-2.0070689	0.0	-2.0070689	-2.0070689	1.0	1234.6348803043365
265	-1.9615849	0.0	-1.9615849	-1.9615849	1.0	1239.2437810897827
266	-0.864165	0.0	-0.864165	-0.864165	1.0	1243.9421632289886
267	-1.7924495	0.0	-1.7924495	-1.7924495	1.0	1248.64048910141
268	-1.832516	0.0	-1.832516	-1.832516	1.0	1253.2613265514374
269	-1.2402769	0.0	-1.2402769	-1.2402769	1.0	1257.986688375473
270	-1.0332544	0.0	-1.0332544	-1.0332544	1.0	1262.5943503379822
271	-2.8053703	0.0	-2.8053703	-2.8053703	1.0	1267.1631224155426
272	-1.3877684	0.0	-1.3877684	-1.3877684	1.0	1271.8851010799408
273	-2.8170433	0.0	-2.8170433	-2.8170433	1.0	1276.4268844127655
274	-1.5757082	0.0	-1.5757082	-1.5757082	1.0	1281.0892169475555
275	-0.93066067	0.0	-0.93066067	-0.93066067	1.0	1285.675074338913
276	-0.84522253	0.0	-0.84522253	-0.84522253	1.0	1290.2529289722443
277	-10.54135	0.0	-10.54135	-10.54135	1.0	1294.9115755558014
278	-1.0692505	0.0	-1.0692505	-1.0692505	1.0	1299.5313320159912
279	-1.4819278	0.0	-1.4819278	-1.4819278	1.0	1304.1560726165771
280	-1.7749983	0.0	-1.7749983	-1.7749983	1.0	1308.8907923698425
281	-1.7656271	0.0	-1.7656271	-1.7656271	1.0	1313.5052525997162
282	-1.23702	0.0	-1.23702	-1.23702	1.0	1318.1805219650269
283	-1.760859	0.0	-1.760859	-1.760859	1.0	1322.8176944255829
284	-0.80330575	0.0	-0.80330575	-0.80330575	1.0	1327.451936006546
285	-3.1716404	0.0	-3.1716404	-3.1716404	1.0	1332.1168022155762
286	-1.6807696	0.0	-1.6807696	-1.6807696	1.0	1336.6348614692688
287	-1.9014488	0.0	-1.9014488	-1.9014488	1.0	1341.2693271636963
288	-0.75040764	0.0	-0.75040764	-0.75040764	1.0	1345.8892004489899
289	-1.7547088	0.0	-1.7547088	-1.7547088	1.0	1350.5806992053986
290	-0.89430463	0.0	-0.89430463	-0.89430463	1.0	1355.1561453342438
291	-1.9047034	0.0	-1.9047034	-1.9047034	1.0	1359.7911853790283
292	-0.73832333	0.0	-0.73832333	-0.73832333	1.0	1364.345737695694
293	-2.017082	0.0	-2.017082	-2.017082	1.0	1368.947164773941
294	-2.3594518	0.0	-2.3594518	-2.3594518	1.0	1373.6120765209198
295	-3.151253	0.0	-3.151253	-3.151253	1.0	1378.2360560894012
296	-1.3149307	0.0	-1.3149307	-1.3149307	1.0	1382.8243079185486
297	-1.3251729	0.0	-1.3251729	-1.3251729	1.0	1387.3638002872467
298	-1.5489612	0.0	-1.5489612	-1.5489612	1.0	1391.8948740959167
299	-1.9831642	0.0	-1.9831642	-1.9831642	1.0	1396.567376613617
300	-0.9577513	0.0	-0.9577513	-0.9577513	1.0	1401.212039232254
301	-0.98341995	0.0	-0.98341995	-0.98341995	1.0	1405.8825271129608
302	-2.0142515	0.0	-2.0142515	-2.0142515	1.0	1410.5335245132446
303	-1.4265804	0.0	-1.4265804	-1.4265804	1.0	1415.2250905036926
304	-0.57085556	0.0	-0.57085556	-0.57085556	1.0	1419.8020355701447
305	-3.9426386	0.0	-3.9426386	-3.9426386	1.0	1424.334156513214
306	-3.092532	0.0	-3.092532	-3.092532	1.0	1428.907543182373
307	-1.7010223	0.0	-1.7010223	-1.7010223	1.0	1433.5912816524506
308	-0.8437926	0.0	-0.8437926	-0.8437926	1.0	1438.125970840454
309	-2.8601358	0.0	-2.8601358	-2.8601358	1.0	1442.8691301345825
310	-1.248599	0.0	-1.248599	-1.248599	1.0	1447.5474853515625
311	-1.136545	0.0	-1.136545	-1.136545	1.0	1452.1692156791687
312	-6.9033046	0.0	-6.9033046	-6.9033046	1.0	1456.8057911396027
313	-0.73698175	0.0	-0.73698175	-0.73698175	1.0	1461.3453006744385
314	-2.5938895	0.0	-2.5938895	-2.5938895	1.0	1465.876662492752
315	-1.4976228	0.0	-1.4976228	-1.4976228	1.0	1470.4212379455566
316	-1.8422271	0.0	-1.8422271	-1.8422271	1.0	1475.044463634491
317	-0.9404981	0.0	-0.9404981	-0.9404981	1.0	1479.647976398468
318	-0.34623078	0.0	-0.34623078	-0.34623078	1.0	1484.3304843902588
319	-0.84584546	0.0	-0.84584546	-0.84584546	1.0	1488.9886147975922
320	-0.1751819	0.0	-0.1751819	-0.1751819	1.0	1493.5082881450653
321	-3.2349215	0.0	-3.2349215	-3.2349215	1.0	1498.1664299964905
322	-1.079659	0.0	-1.079659	-1.079659	1.0	1502.7234308719635
323	-0.5435457	0.0	-0.5435457	-0.5435457	1.0	1507.318516254425
324	-0.9266012	0.0	-0.9266012	-0.9266012	1.0	1511.9413692951202
325	-0.6379269	0.0	-0.6379269	-0.6379269	1.0	1516.5933511257172
326	-1.0964972	0.0	-1.0964972	-1.0964972	1.0	1521.2118322849274
327	-2.9400113	0.0	-2.9400113	-2.9400113	1.0	1525.7129907608032
328	-2.9536831	0.0	-2.9536831	-2.9536831	1.0	1530.36612200737
329	-2.111895	0.0	-2.111895	-2.111895	1.0	1535.0547263622284
330	-0.48899046	0.0	-0.48899046	-0.48899046	1.0	1539.7955241203308
331	-1.8210033	0.0	-1.8210033	-1.8210033	1.0	1544.4229550361633
332	-1.060072	0.0	-1.060072	-1.060072	1.0	1549.086440563202
333	-3.3761685	0.0	-3.3761685	-3.3761685	1.0	1553.8949761390686
334	-1.8060498	0.0	-1.8060498	-1.8060498	1.0	1558.485755443573
335	-0.96281326	0.0	-0.96281326	-0.96281326	1.0	1563.1481745243073
336	-2.3374858	0.0	-2.3374858	-2.3374858	1.0	1567.824646472931
337	-2.560166	0.0	-2.560166	-2.560166	1.0	1572.4490101337433
338	-1.5542339	0.0	-1.5542339	-1.5542339	1.0	1577.0598952770233
339	-0.65581155	0.0	-0.65581155	-0.65581155	1.0	1581.6953415870667
340	-1.3310403	0.0	-1.3310403	-1.3310403	1.0	1586.3891570568085
341	-2.1414633	0.0	-2.1414633	-2.1414633	1.0	1590.9907648563385
342	-2.1908302	0.0	-2.1908302	-2.1908302	1.0	1595.6581630706787
343	-2.7213871	0.0	-2.7213871	-2.7213871	1.0	1600.2795832157135
344	-1.8447187	0.0	-1.8447187	-1.8447187	1.0	1604.9263815879822
345	-3.0448563	0.0	-3.0448563	-3.0448563	1.0	1609.6323413848877
346	-1.7859108	0.0	-1.7859108	-1.7859108	1.0	1614.284574508667
347	-1.6896068	0.0	-1.6896068	-1.6896068	1.0	1618.9208769798279
348	-2.058916	0.0	-2.058916	-2.058916	1.0	1623.7500331401825
349	-2.225465	0.0	-2.225465	-2.225465	1.0	1628.4347259998322
350	-2.1495388	0.0	-2.1495388	-2.1495388	1.0	1633.1501641273499
351	-2.2311444	0.0	-2.2311444	-2.2311444	1.0	1637.7527861595154
352	-0.53662807	0.0	-0.53662807	-0.53662807	1.0	1642.2593116760254
353	-2.1027124	0.0	-2.1027124	-2.1027124	1.0	1646.8470661640167
354	-1.0854425	0.0	-1.0854425	-1.0854425	1.0	1651.4146065711975
355	-2.641337	0.0	-2.641337	-2.641337	1.0	1655.9954326152802
356	-0.5162255	0.0	-0.5162255	-0.5162255	1.0	1660.6522183418274
357	-0.38461658	0.0	-0.38461658	-0.38461658	1.0	1665.1871757507324
358	-2.5256224	0.0	-2.5256224	-2.5256224	1.0	1669.7985727787018
359	-1.4838297	0.0	-1.4838297	-1.4838297	1.0	1674.4154658317566
360	-0.4520541	0.0	-0.4520541	-0.4520541	1.0	1678.9446001052856
361	-0.867931	0.0	-0.867931	-0.867931	1.0	1683.5987367630005
362	-2.2225974	0.0	-2.2225974	-2.2225974	1.0	1688.1846086978912
363	-3.2135055	0.0	-3.2135055	-3.2135055	1.0	1692.854910850525
364	-3.4075563	0.0	-3.4075563	-3.4075563	1.0	1697.5243871212006
365	-0.5690515	0.0	-0.5690515	-0.5690515	1.0	1702.1505105495453
366	-5.4833593	0.0	-5.4833593	-5.4833593	1.0	1706.7011940479279
367	-1.608588	0.0	-1.608588	-1.608588	1.0	1711.209568977356
368	-0.67586607	0.0	-0.67586607	-0.67586607	1.0	1715.7249789237976
369	-1.5819641	0.0	-1.5819641	-1.5819641	1.0	1720.450136423111
370	-0.95094746	0.0	-0.95094746	-0.95094746	1.0	1725.0164182186127
371	-0.66069794	0.0	-0.66069794	-0.66069794	1.0	1729.7319209575653
372	-1.8643125	0.0	-1.8643125	-1.8643125	1.0	1734.310101032257
373	-1.9921209	0.0	-1.9921209	-1.9921209	1.0	1738.9054391384125
374	-1.2443222	0.0	-1.2443222	-1.2443222	1.0	1743.537578344345
375	-4.3180985	0.0	-4.3180985	-4.3180985	1.0	1748.1190950870514
376	-3.389663	0.0	-3.389663	-3.389663	1.0	1752.7819781303406
377	-3.2592318	0.0	-3.2592318	-3.2592318	1.0	1757.451979637146
378	-1.5388539	0.0	-1.5388539	-1.5388539	1.0	1762.038558959961
379	-2.030708	0.0	-2.030708	-2.030708	1.0	1766.589286327362
380	-1.4880695	0.0	-1.4880695	-1.4880695	1.0	1771.2154014110565
381	-1.3107473	0.0	-1.3107473	-1.3107473	1.0	1775.8431136608124
382	-0.937029	0.0	-0.937029	-0.937029	1.0	1780.5141265392303
383	-0.6828289	0.0	-0.6828289	-0.6828289	1.0	1785.20445561409
384	-1.0402032	0.0	-1.0402032	-1.0402032	1.0	1789.800543308258
385	-1.2644087	0.0	-1.2644087	-1.2644087	1.0	1794.4844686985016
386	-3.148916	0.0	-3.148916	-3.148916	1.0	1799.113389968872
387	-2.1115277	0.0	-2.1115277	-2.1115277	1.0	1803.606003522873
388	-0.9301812	0.0	-0.9301812	-0.9301812	1.0	1808.2962539196014
389	-2.5644438	0.0	-2.5644438	-2.5644438	1.0	1812.8542096614838
390	-1.1916516	0.0	-1.1916516	-1.1916516	1.0	1817.4175357818604
391	-0.87922424	0.0	-0.87922424	-0.87922424	1.0	1822.1620879173279
392	-1.2754358	0.0	-1.2754358	-1.2754358	1.0	1826.7633471488953
393	-0.55429065	0.0	-0.55429065	-0.55429065	1.0	1831.3901944160461
394	-1.7273024	0.0	-1.7273024	-1.7273024	1.0	1835.9640808105469
395	-0.7666081	0.0	-0.7666081	-0.7666081	1.0	1840.5617702007294
396	-1.6900666	0.0	-1.6900666	-1.6900666	1.0	1845.1316967010498
397	-1.441436	0.0	-1.441436	-1.441436	1.0	1849.7278189659119
398	-2.804527	0.0	-2.804527	-2.804527	1.0	1854.395693063736
399	-1.2595667	0.0	-1.2595667	-1.2595667	1.0	1858.9504654407501
400	-2.0888357	0.0	-2.0888357	-2.0888357	1.0	1863.5837695598602
401	-2.5098882	0.0	-2.5098882	-2.5098882	1.0	1868.261474609375
402	-1.0529691	0.0	-1.0529691	-1.0529691	1.0	1872.957144021988
403	-3.188865	0.0	-3.188865	-3.188865	1.0	1877.707498550415
404	-2.620713	0.0	-2.620713	-2.620713	1.0	1882.31716132164
405	-1.0783756	0.0	-1.0783756	-1.0783756	1.0	1886.9545619487762
406	-2.090345	0.0	-2.090345	-2.090345	1.0	1891.5689804553986
407	-0.46884063	0.0	-0.46884063	-0.46884063	1.0	1896.2920634746552
408	-2.3229396	0.0	-2.3229396	-2.3229396	1.0	1900.8965730667114
409	-0.8079823	0.0	-0.8079823	-0.8079823	1.0	1905.535593032837
410	-1.7743899	0.0	-1.7743899	-1.7743899	1.0	1910.1511805057526
411	-0.84022945	0.0	-0.84022945	-0.84022945	1.0	1914.7217772006989
412	-1.7592636	0.0	-1.7592636	-1.7592636	1.0	1919.4888067245483
413	-0.83221567	0.0	-0.83221567	-0.83221567	1.0	1924.199630022049
414	-1.0679423	0.0	-1.0679423	-1.0679423	1.0	1928.8618204593658
415	-3.2089837	0.0	-3.2089837	-3.2089837	1.0	1933.4959073066711
416	-2.5297964	0.0	-2.5297964	-2.5297964	1.0	1938.1049947738647
417	-0.94050556	0.0	-0.94050556	-0.94050556	1.0	1942.651262998581
418	-0.7871504	0.0	-0.7871504	-0.7871504	1.0	1947.2224929332733
419	-1.0838125	0.0	-1.0838125	-1.0838125	1.0	1951.7293615341187
420	-0.9068806	0.0	-0.9068806	-0.9068806	1.0	1956.4194149971008
421	-0.8209246	0.0	-0.8209246	-0.8209246	1.0	1961.0884246826172
422	-2.7436602	0.0	-2.7436602	-2.7436602	1.0	1965.7076668739319
423	-3.54829	0.0	-3.54829	-3.54829	1.0	1970.2447831630707
424	-2.0630748	0.0	-2.0630748	-2.0630748	1.0	1974.7863774299622
425	-1.5101196	0.0	-1.5101196	-1.5101196	1.0	1979.481451511383
426	-2.7659626	0.0	-2.7659626	-2.7659626	1.0	1984.14200091362
427	-3.8005273	0.0	-3.8005273	-3.8005273	1.0	1988.7434422969818
428	-2.688527	0.0	-2.688527	-2.688527	1.0	1993.3181974887848
429	-2.9690318	0.0	-2.9690318	-2.9690318	1.0	1997.917193889618
430	-2.5716283	0.0	-2.5716283	-2.5716283	1.0	2002.558814048767
431	-1.8437768	0.0	-1.8437768	-1.8437768	1.0	2007.0987465381622
432	-1.1244837	0.0	-1.1244837	-1.1244837	1.0	2011.7313673496246
433	-1.0411259	0.0	-1.0411259	-1.0411259	1.0	2016.2323806285858
434	-0.96813506	0.0	-0.96813506	-0.96813506	1.0	2020.8942959308624
435	-1.9736649	0.0	-1.9736649	-1.9736649	1.0	2025.5374250411987
436	-1.0959237	0.0	-1.0959237	-1.0959237	1.0	2030.1122334003448
437	-1.4191946	0.0	-1.4191946	-1.4191946	1.0	2034.7836999893188
438	-1.4478136	0.0	-1.4478136	-1.4478136	1.0	2039.4005994796753
439	-3.489467	0.0	-3.489467	-3.489467	1.0	2044.0816867351532
440	-0.3034522	0.0	-0.3034522	-0.3034522	1.0	2048.7043483257294
441	-1.261146	0.0	-1.261146	-1.261146	1.0	2053.2180881500244
442	-2.511466	0.0	-2.511466	-2.511466	1.0	2057.901581764221
443	-0.76258767	0.0	-0.76258767	-0.76258767	1.0	2062.5705251693726
444	-3.345434	0.0	-3.345434	-3.345434	1.0	2067.2825367450714
445	-0.96687496	0.0	-0.96687496	-0.96687496	1.0	2071.7842135429382
446	-1.6493711	0.0	-1.6493711	-1.6493711	1.0	2076.3920392990112
447	-1.2287447	0.0	-1.2287447	-1.2287447	1.0	2080.992884159088
448	-1.4071252	0.0	-1.4071252	-1.4071252	1.0	2085.539856672287
449	-1.076829	0.0	-1.076829	-1.076829	1.0	2090.1702275276184
450	-1.8154237	0.0	-1.8154237	-1.8154237	1.0	2094.750185728073
451	-0.2945785	0.0	-0.2945785	-0.2945785	1.0	2099.3478610515594
452	-1.5362867	0.0	-1.5362867	-1.5362867	1.0	2103.909732580185
453	-1.3233299	0.0	-1.3233299	-1.3233299	1.0	2108.665791988373
454	-2.7792816	0.0	-2.7792816	-2.7792816	1.0	2113.3351380825043
455	-0.9035566	0.0	-0.9035566	-0.9035566	1.0	2117.918534040451
456	-4.3143086	0.0	-4.3143086	-4.3143086	1.0	2122.43461894989
457	-0.6137948	0.0	-0.6137948	-0.6137948	1.0	2127.034276485443
458	-1.4841408	0.0	-1.4841408	-1.4841408	1.0	2131.58154797554
459	-0.6429988	0.0	-0.6429988	-0.6429988	1.0	2136.202390432358
460	-0.83009434	0.0	-0.83009434	-0.83009434	1.0	2140.830935716629
461	-2.5347676	0.0	-2.5347676	-2.5347676	1.0	2145.3444590568542
462	-1.051117	0.0	-1.051117	-1.051117	1.0	2149.9043209552765
463	-0.7535906	0.0	-0.7535906	-0.7535906	1.0	2154.615139245987
464	-1.8338754	0.0	-1.8338754	-1.8338754	1.0	2159.226880788803
465	-1.4607615	0.0	-1.4607615	-1.4607615	1.0	2163.7520909309387
466	-2.6963356	0.0	-2.6963356	-2.6963356	1.0	2168.374785900116
467	-2.2922003	0.0	-2.2922003	-2.2922003	1.0	2172.910618543625
468	-2.471437	0.0	-2.471437	-2.471437	1.0	2177.5366549491882
469	-1.8389404	0.0	-1.8389404	-1.8389404	1.0	2182.188087463379
470	-0.9814989	0.0	-0.9814989	-0.9814989	1.0	2186.7221262454987
471	-3.2968469	0.0	-3.2968469	-3.2968469	1.0	2191.342864513397
472	-0.60117257	0.0	-0.60117257	-0.60117257	1.0	2195.9524364471436
473	-2.538227	0.0	-2.538227	-2.538227	1.0	2200.5876290798187
474	-1.8534443	0.0	-1.8534443	-1.8534443	1.0	2205.2949771881104
475	-8.030411	0.0	-8.030411	-8.030411	1.0	2209.9144353866577
476	-1.088495	0.0	-1.088495	-1.088495	1.0	2214.5622882843018
477	-1.7522687	0.0	-1.7522687	-1.7522687	1.0	2219.1953740119934
478	-1.0103585	0.0	-1.0103585	-1.0103585	1.0	2223.754976272583
479	-1.6466401	0.0	-1.6466401	-1.6466401	1.0	2228.3675758838654
480	-1.1646086	0.0	-1.1646086	-1.1646086	1.0	2233.046932697296
481	-2.4099271	0.0	-2.4099271	-2.4099271	1.0	2237.6105053424835
482	-1.3564079	0.0	-1.3564079	-1.3564079	1.0	2242.180418252945
483	-1.6571978	0.0	-1.6571978	-1.6571978	1.0	2246.8042850494385
484	-3.5671413	0.0	-3.5671413	-3.5671413	1.0	2251.4274344444275
