Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
180	-0.071638964	0.0	-0.071638964	-0.071638964	1.0	-0.041046195	0.0045856233	-0.03078992	-0.05072036	-0.074652255	0.006286294	-0.061267644	-0.08569928	-1.3707703	0.041661352	-1.2732071	-1.4915962	-0.19127914	0.0052614775	239.27031445503235
180	-0.058260992	0.0	-0.058260992	-0.058260992	1.0	-0.042004388	0.0047667082	-0.03134484	-0.051011533	-0.0828484	0.0075323046	-0.066575184	-0.0991216	-1.3709347	0.05192163	-1.2840985	-1.6336734	-0.18595353	0.0056381635	239.8860719203949
180	-0.01077237	0.0	-0.01077237	-0.01077237	1.0	-0.048937738	0.00576924	-0.037438482	-0.062176377	-0.08836539	0.008210496	-0.069969	-0.10657668	-1.3710655	0.0461683	-1.2830153	-1.5899265	-0.18557641	0.006049139	241.11532402038574
180	-0.02459283	0.0	-0.02459283	-0.02459283	1.0	-0.058495928	0.0055955253	-0.04572599	-0.07097807	-0.087894164	0.008008999	-0.071428314	-0.105767496	-1.3701822	0.048988316	-1.2469856	-1.6097382	-0.19074264	0.005374871	241.71924948692322
180	-0.10029067	0.0	-0.10029067	-0.10029067	1.0	-0.06615904	0.0057478934	-0.052622758	-0.08147942	-0.082696915	0.008321903	-0.06371235	-0.10098928	-1.3649305	0.036873717	-1.2901332	-1.4767783	-0.19352783	0.0067506605	242.33782744407654
210	-0.08284456	0.0	-0.08284456	-0.08284456	1.0	-0.07825154	0.0075476547	-0.059642084	-0.10148566	-0.075077385	0.008605122	-0.054652423	-0.09570028	-1.3659713	0.046161994	-1.2287008	-1.5275536	-0.18888655	0.004245187	265.8357033729553
210	-0.022926142	0.0	-0.022926142	-0.022926142	1.0	-0.08631778	0.0070203748	-0.072317444	-0.10719303	-0.0663769	0.008639382	-0.048866592	-0.08498137	-1.3580053	0.040384088	-1.2475146	-1.4805547	-0.18281157	0.004465714	266.3875906467438
210	-0.035077337	0.0	-0.035077337	-0.035077337	1.0	-0.08942657	0.0074990583	-0.07432848	-0.10969206	-0.062155865	0.008898286	-0.041333783	-0.08144861	-1.360877	0.046532787	-1.2401297	-1.5135335	-0.18339095	0.004745301	267.49632716178894
210	-0.21988036	0.0	-0.21988036	-0.21988036	1.0	-0.08739947	0.0070987577	-0.07033948	-0.10278181	-0.06296624	0.008459486	-0.042241167	-0.08165237	-1.3660629	0.051040612	-1.2545379	-1.479107	-0.18869498	0.0046032807	268.0766236782074
210	-0.033517223	0.0	-0.033517223	-0.033517223	1.0	-0.08495894	0.007588735	-0.06760419	-0.10235278	-0.06456353	0.008432026	-0.044695646	-0.084476925	-1.3644361	0.04638035	-1.2673082	-1.5826676	-0.1923083	0.005050542	268.68224906921387
210	-0.023162784	0.0	-0.023162784	-0.023162784	1.0	-0.07940887	0.0076061557	-0.06364247	-0.09366466	-0.068232566	0.009987247	-0.047596727	-0.087882765	-1.3627582	0.04773866	-1.2225746	-1.5665036	-0.19620378	0.0055426504	269.30722069740295
210	-0.0356012	0.0	-0.0356012	-0.0356012	1.0	-0.07659543	0.0072559826	-0.059251916	-0.0907198	-0.07250494	0.00886641	-0.050496373	-0.09100039	-1.3664143	0.038431	-1.2379345	-1.487084	-0.19637251	0.005076871	269.9428389072418
210	-0.018193552	0.0	-0.018193552	-0.018193552	1.0	-0.07049682	0.006830493	-0.057949424	-0.08562261	-0.07502148	0.008656928	-0.053058922	-0.09410341	-1.3654771	0.0408172	-1.2545054	-1.4713087	-0.19611868	0.004646452	270.5862190723419
210	-0.021513412	0.0	-0.021513412	-0.021513412	1.0	-0.06614517	0.0076171854	-0.05168883	-0.08201412	-0.07609402	0.008970035	-0.05412642	-0.09611799	-1.3650156	0.046299372	-1.2589294	-1.5424683	-0.19706954	0.0037237192	271.2993175983429
210	-0.14928275	0.0	-0.14928275	-0.14928275	1.0	-0.062182467	0.00630422	-0.047678586	-0.07887079	-0.075774044	0.008886299	-0.054074436	-0.09605889	-1.357238	0.039553802	-1.2689128	-1.5071799	-0.19659019	0.005177173	271.85766196250916
210	-0.022089722	0.0	-0.022089722	-0.022089722	1.0	-0.059640277	0.0064810426	-0.0487554	-0.07536873	-0.07516482	0.008592702	-0.058947545	-0.09541406	-1.3650031	0.0405023	-1.2776959	-1.5580992	-0.19828421	0.0060395245	272.4113428592682
210	-0.11330219	0.0	-0.11330219	-0.11330219	1.0	-0.059006646	0.007182254	-0.04573156	-0.07530233	-0.074652426	0.009091583	-0.050950006	-0.095414475	-1.3621769	0.038012832	-1.2871099	-1.4625378	-0.19834386	0.0048893844	272.9664046764374
210	-0.06245794	0.0	-0.06245794	-0.06245794	1.0	-0.059685633	0.0076915347	-0.044143897	-0.07782273	-0.07415663	0.009061208	-0.05257862	-0.09373358	-1.3673828	0.042624176	-1.2777715	-1.4747864	-0.20036799	0.004005785	273.5410692691803
210	-0.19969665	0.0	-0.19969665	-0.19969665	1.0	-0.06168317	0.0073428717	-0.04571266	-0.080065295	-0.07385908	0.009135782	-0.049825884	-0.09627758	-1.3589959	0.037381377	-1.2705358	-1.4704605	-0.19933036	0.005144304	274.13406348228455
210	-0.07329868	0.0	-0.07329868	-0.07329868	1.0	-0.06451666	0.008311795	-0.05057007	-0.08324477	-0.07142541	0.009782234	-0.048272185	-0.095618404	-1.3646784	0.039275926	-1.2605869	-1.4508537	-0.20232947	0.0046101515	274.736896276474
210	-0.069522895	0.0	-0.069522895	-0.069522895	1.0	-0.0668257	0.008557674	-0.04972236	-0.086179346	-0.06883638	0.010955325	-0.045993324	-0.09445596	-1.3656992	0.043431643	-1.2648556	-1.5451019	-0.20071173	0.0050932774	275.36000204086304
210	-0.07150425	0.0	-0.07150425	-0.07150425	1.0	-0.07044401	0.0077360775	-0.0522992	-0.09001932	-0.069392174	0.009386221	-0.046368163	-0.09557354	-1.3677628	0.04084385	-1.3035574	-1.5111003	-0.19906738	0.0045116236	275.95118141174316
210	-0.09589789	0.0	-0.09589789	-0.09589789	1.0	-0.073030256	0.00825869	-0.054323167	-0.09261884	-0.069755435	0.0096551925	-0.047634047	-0.091784745	-1.3574674	0.039153047	-1.2806638	-1.4769343	-0.19594583	0.0036729036	276.5791437625885
210	-0.009316106	0.0	-0.009316106	-0.009316106	1.0	-0.076562166	0.008540808	-0.055580474	-0.0958421	-0.07097806	0.009890937	-0.051874764	-0.09165165	-1.3622518	0.039969254	-1.2799113	-1.4894484	-0.19522348	0.0039787125	277.2701692581177
210	-0.16243236	0.0	-0.16243236	-0.16243236	1.0	-0.07806214	0.008736119	-0.055459518	-0.09582638	-0.06923574	0.010035914	-0.044587538	-0.08997814	-1.3659395	0.03847172	-1.29453	-1.5152259	-0.1950312	0.0035388554	277.87137150764465
210	-0.08530336	0.0	-0.08530336	-0.08530336	1.0	-0.07670726	0.008505427	-0.059387006	-0.09693444	-0.067708164	0.010134408	-0.04415431	-0.089994974	-1.3696086	0.04150855	-1.2867802	-1.5032415	-0.19865608	0.004093117	278.47230291366577
210	-0.053172834	0.0	-0.053172834	-0.053172834	1.0	-0.07455999	0.008235999	-0.056675993	-0.09401492	-0.06786813	0.009176369	-0.045188215	-0.088621035	-1.3664572	0.043671977	-1.2929348	-1.5988847	-0.20009741	0.004559962	279.0841443538666
210	-0.08333021	0.0	-0.08333021	-0.08333021	1.0	-0.073257275	0.009610776	-0.053477656	-0.094283395	-0.067904726	0.010730112	-0.04484405	-0.09413283	-1.3706391	0.05611066	-1.2437104	-1.7465355	-0.20004612	0.004982855	279.68444633483887
210	-0.08266752	0.0	-0.08266752	-0.08266752	1.0	-0.073483646	0.008937541	-0.04928067	-0.093655676	-0.07294032	0.01031823	-0.047920983	-0.09708347	-1.3674119	0.043489404	-1.2762002	-1.5229206	-0.1963743	0.003677773	280.3369998931885
210	-0.12757577	0.0	-0.12757577	-0.12757577	1.0	-0.07212938	0.008897173	-0.05021496	-0.092207074	-0.07496834	0.010144153	-0.047617596	-0.09969116	-1.3681641	0.05474647	-1.2646099	-1.6352245	-0.19577366	0.0056050955	280.93288493156433
210	-0.04489525	0.0	-0.04489525	-0.04489525	1.0	-0.072479784	0.009257948	-0.05106204	-0.09251401	-0.07772189	0.010189234	-0.049029432	-0.101657376	-1.3692408	0.04746618	-1.2762556	-1.5547298	-0.1951749	0.0059735468	281.53499150276184
210	-0.0198845	0.0	-0.0198845	-0.0198845	1.0	-0.07076669	0.008172747	-0.055595033	-0.09222923	-0.07824536	0.0090682525	-0.059454136	-0.09897255	-1.3656745	0.047526155	-1.2467188	-1.6089231	-0.19713716	0.0044384785	282.1715130805969
210	-0.09920021	0.0	-0.09920021	-0.09920021	1.0	-0.070531815	0.007866493	-0.048302215	-0.0908524	-0.07571146	0.008817007	-0.049457118	-0.094227076	-1.3768823	0.053541463	-1.2714916	-1.5777531	-0.2023118	0.005600059	282.7812101840973
240	-0.079280645	0.0	-0.079280645	-0.079280645	1.0	-0.06897138	0.008742533	-0.05098415	-0.09711167	-0.07169249	0.00911357	-0.053941466	-0.09611503	-1.36978	0.042493682	-1.2899157	-1.5228484	-0.20354323	0.0040372545	305.67706274986267
240	-0.02141248	0.0	-0.02141248	-0.02141248	1.0	-0.07120335	0.007541944	-0.057267483	-0.08791137	-0.06974131	0.009253296	-0.049005702	-0.094349295	-1.3712237	0.04469759	-1.2765009	-1.4795737	-0.20301427	0.0036232271	306.23211002349854
240	-0.038756493	0.0	-0.038756493	-0.038756493	1.0	-0.06886402	0.010072731	-0.046501722	-0.096383475	-0.06531076	0.010685706	-0.03423751	-0.08899048	-1.3650165	0.04218442	-1.2691592	-1.5290333	-0.20469317	0.0040190904	306.78516817092896
240	-0.2346402	0.0	-0.2346402	-0.2346402	1.0	-0.06795779	0.008763704	-0.045356188	-0.095466055	-0.06283168	0.010577255	-0.03118894	-0.08902696	-1.3691639	0.052243657	-1.2607865	-1.5702522	-0.2045779	0.0048387917	307.354465007782
240	-0.021094212	0.0	-0.021094212	-0.021094212	1.0	-0.069025785	0.008360405	-0.05075891	-0.095754586	-0.06721399	0.009407998	-0.045544725	-0.09147069	-1.3672421	0.047125094	-1.2638681	-1.5090398	-0.20074645	0.00496493	307.94564604759216
240	-0.05712574	0.0	-0.05712574	-0.05712574	1.0	-0.06795098	0.007899346	-0.045331582	-0.0850132	-0.06967135	0.0094955275	-0.03651385	-0.08824059	-1.3627753	0.042711318	-1.2698388	-1.4896969	-0.19753766	0.005760238	308.5324363708496
240	-0.029114718	0.0	-0.029114718	-0.029114718	1.0	-0.068618044	0.008417822	-0.04509145	-0.096660666	-0.07443783	0.00942722	-0.03967166	-0.09774884	-1.3698016	0.04679301	-1.2656509	-1.525471	-0.1942434	0.0055203647	309.10997796058655
240	-0.024857849	0.0	-0.024857849	-0.024857849	1.0	-0.0713633	0.008828103	-0.046253975	-0.0983621	-0.07975358	0.009834529	-0.04397337	-0.099921584	-1.3686917	0.046468865	-1.2739664	-1.5080122	-0.19434707	0.004081608	309.69892382621765
240	-0.06603491	0.0	-0.06603491	-0.06603491	1.0	-0.07216636	0.00830779	-0.04626822	-0.09251016	-0.07941969	0.0088735465	-0.042671375	-0.10163113	-1.3727374	0.054334413	-1.2765005	-1.7544901	-0.19956654	0.004951616	310.3137059211731
240	-0.07950317	0.0	-0.07950317	-0.07950317	1.0	-0.07176198	0.008229909	-0.045715712	-0.09244076	-0.07438645	0.008943413	-0.04255552	-0.09015451	-1.3693954	0.045456067	-1.2815938	-1.5629119	-0.20104232	0.0055352296	310.90951228141785
240	-0.05336169	0.0	-0.05336169	-0.05336169	1.0	-0.07291997	0.008952484	-0.052653898	-0.099100225	-0.06951565	0.010718434	-0.04710138	-0.093138926	-1.3726584	0.044091042	-1.2641077	-1.5077802	-0.20197143	0.005614821	311.5002975463867
240	-0.23978044	0.0	-0.23978044	-0.23978044	1.0	-0.07113957	0.008801828	-0.0436594	-0.092418134	-0.06361325	0.011013437	-0.027814973	-0.083466224	-1.3670048	0.044084497	-1.2683338	-1.4744248	-0.20248686	0.005165705	312.09655594825745
240	-0.014976698	0.0	-0.014976698	-0.014976698	1.0	-0.07097621	0.0089345565	-0.042611595	-0.09872048	-0.061555505	0.010807625	-0.026646938	-0.08258508	-1.3677299	0.044465225	-1.2519296	-1.5224034	-0.20307724	0.0046954853	312.72837948799133
240	-0.157324	0.0	-0.157324	-0.157324	1.0	-0.07150704	0.010321798	-0.04124268	-0.09832648	-0.06370979	0.011204471	-0.028353019	-0.08458436	-1.365273	0.04126859	-1.2703394	-1.47916	-0.2001169	0.0051102517	313.34559392929077
240	-0.057893813	0.0	-0.057893813	-0.057893813	1.0	-0.071077175	0.00903334	-0.042091057	-0.098581225	-0.0694409	0.009545864	-0.04112145	-0.08873432	-1.3664347	0.043591473	-1.2939879	-1.49574	-0.19820693	0.0039985767	313.9763948917389
240	-0.042252995	0.0	-0.042252995	-0.042252995	1.0	-0.06902133	0.008818882	-0.040888876	-0.09209338	-0.072120786	0.008921465	-0.045703858	-0.09165082	-1.3663998	0.045402214	-1.2714319	-1.5438658	-0.19728334	0.004541301	314.67482471466064
240	-0.13044907	0.0	-0.13044907	-0.13044907	1.0	-0.07158837	0.010711996	-0.040234115	-0.09762667	-0.07717498	0.010167338	-0.048749223	-0.10350732	-1.3705435	0.048173472	-1.2850868	-1.5784254	-0.19580534	0.0049949083	315.2760021686554
240	-0.044977095	0.0	-0.044977095	-0.044977095	1.0	-0.07033696	0.008891252	-0.052057005	-0.09157505	-0.07768399	0.008663717	-0.056083344	-0.09592578	-1.3674977	0.043022938	-1.2795688	-1.531805	-0.19782165	0.00512748	315.87706875801086
240	-0.019157078	0.0	-0.019157078	-0.019157078	1.0	-0.072306395	0.008749356	-0.05382577	-0.09650508	-0.07715487	0.009843765	-0.050926257	-0.101313174	-1.3671658	0.044186372	-1.2544519	-1.514896	-0.19717993	0.006450524	316.4943709373474
240	-0.05498232	0.0	-0.05498232	-0.05498232	1.0	-0.06885605	0.009293706	-0.036259916	-0.09122223	-0.069912724	0.010875975	-0.03280451	-0.09862282	-1.3651521	0.045601785	-1.2700322	-1.5118572	-0.20295566	0.00478549	317.1170873641968
240	-0.12217363	0.0	-0.12217363	-0.12217363	1.0	-0.07025693	0.01104439	-0.03574744	-0.096551135	-0.068299204	0.011818125	-0.02776226	-0.08817534	-1.3691007	0.040288925	-1.2670755	-1.4698622	-0.20272574	0.004719373	317.7431569099426
240	-0.01578603	0.0	-0.01578603	-0.01578603	1.0	-0.07057212	0.009697572	-0.050649725	-0.09685417	-0.06508742	0.010930568	-0.038662538	-0.08621578	-1.3723874	0.050747745	-1.2621189	-1.6274005	-0.20300755	0.005029103	318.42098784446716
240	-0.08692933	0.0	-0.08692933	-0.08692933	1.0	-0.07063423	0.009792314	-0.047229584	-0.093998216	-0.06548394	0.0112896385	-0.037966967	-0.08755621	-1.3609686	0.041172687	-1.2389109	-1.4739451	-0.20002054	0.005308278	319.03989267349243
240	-0.023039758	0.0	-0.023039758	-0.023039758	1.0	-0.071150824	0.010222855	-0.04981847	-0.0971124	-0.06813945	0.011715188	-0.042603474	-0.09740339	-1.3666422	0.047469962	-1.2579324	-1.6777595	-0.19944158	0.0055527957	319.64613914489746
240	-0.1569355	0.0	-0.1569355	-0.1569355	1.0	-0.07127586	0.0109392	-0.0353923	-0.09970558	-0.074050255	0.012784221	-0.032431833	-0.09874203	-1.3698444	0.041879106	-1.234925	-1.4903973	-0.19338846	0.005007132	320.8810439109802
240	-0.021152701	0.0	-0.021152701	-0.021152701	1.0	-0.07451353	0.010150488	-0.048736535	-0.09741928	-0.08106084	0.011231857	-0.051360995	-0.102545805	-1.3650893	0.03967272	-1.2729591	-1.4603462	-0.19223659	0.0053237127	321.48320174217224
240	-0.049864434	0.0	-0.049864434	-0.049864434	1.0	-0.075942494	0.011586478	-0.03938483	-0.10034447	-0.08060688	0.012788126	-0.044302434	-0.10200757	-1.3679223	0.045203656	-1.2661524	-1.550228	-0.19426984	0.00483306	322.13860535621643
240	-0.09850782	0.0	-0.09850782	-0.09850782	1.0	-0.07559879	0.012665736	-0.035957064	-0.100660935	-0.07571004	0.013116461	-0.026729591	-0.10547859	-1.3543699	0.04218154	-1.2556412	-1.4598168	-0.19598514	0.0051087895	322.764999628067
240	-0.09887862	0.0	-0.09887862	-0.09887862	1.0	-0.072774366	0.0130872065	-0.033094108	-0.101353146	-0.06818791	0.014074934	-0.018335542	-0.09289761	-1.3675518	0.03871386	-1.2776929	-1.51008	-0.20066279	0.004224045	323.38282442092896
270	-0.027093982	0.0	-0.027093982	-0.027093982	1.0	-0.073227614	0.012200512	-0.04153796	-0.09395723	-0.06781913	0.015085425	-0.033864856	-0.09819569	-1.3670363	0.03865886	-1.295146	-1.4775046	-0.20235336	0.003784871	346.8136417865753
270	-0.033592574	0.0	-0.033592574	-0.033592574	1.0	-0.07102062	0.012662898	-0.026736464	-0.096069954	-0.06328432	0.014814835	-0.009736825	-0.0959258	-1.3649199	0.039673954	-1.258189	-1.4696184	-0.20462123	0.0035496247	347.40207290649414
270	-0.024457041	0.0	-0.024457041	-0.024457041	1.0	-0.06899883	0.011768628	-0.039849956	-0.0938373	-0.06504643	0.014137401	-0.028591074	-0.09046827	-1.3673108	0.044196513	-1.2636498	-1.4966859	-0.20049876	0.0054199696	348.00684332847595
270	-0.052000783	0.0	-0.052000783	-0.052000783	1.0	-0.0677977	0.012683976	-0.02005834	-0.093961254	-0.07358897	0.015763886	-0.013462104	-0.10416322	-1.3671846	0.044254426	-1.2686949	-1.5592345	-0.19231382	0.0052270745	349.2994327545166
270	-0.048250552	0.0	-0.048250552	-0.048250552	1.0	-0.072239585	0.012003455	-0.022545358	-0.09522614	-0.084219724	0.015256231	-0.025426824	-0.116171636	-1.3648124	0.04648024	-1.2899928	-1.5337175	-0.1841028	0.006283433	349.87927651405334
270	-0.028034907	0.0	-0.028034907	-0.028034907	1.0	-0.074802145	0.014003062	-0.026771048	-0.099541694	-0.08533694	0.016917668	-0.02736618	-0.11459585	-1.3709949	0.046438314	-1.2849092	-1.5449448	-0.18921004	0.005767922	350.4750804901123
270	-0.038453743	0.0	-0.038453743	-0.038453743	1.0	-0.07899463	0.011182298	-0.049811997	-0.104521856	-0.08258155	0.014098846	-0.04457941	-0.11230989	-1.3659594	0.035874512	-1.266792	-1.4633961	-0.19203734	0.0047285156	351.10036444664
270	-0.14480883	0.0	-0.14480883	-0.14480883	1.0	-0.0792387	0.013645884	-0.03037645	-0.10525988	-0.0732428	0.017500471	-0.013928672	-0.103692204	-1.3688605	0.04107536	-1.2864856	-1.5416996	-0.19500215	0.005370924	351.7281460762024
270	-0.034950886	0.0	-0.034950886	-0.034950886	1.0	-0.07863659	0.012413258	-0.04777877	-0.10249343	-0.06475663	0.016719647	-0.025783136	-0.09837544	-1.3680687	0.043273825	-1.292526	-1.6143614	-0.19798207	0.0047510723	352.3545377254486
270	-0.013810611	0.0	-0.013810611	-0.013810611	1.0	-0.074214034	0.012494768	-0.02828553	-0.10148879	-0.059384145	0.0152693475	-0.013264034	-0.09424377	-1.3652947	0.038670268	-1.2863191	-1.5073358	-0.20331037	0.0036004721	352.9804208278656
270	-0.038343307	0.0	-0.038343307	-0.038343307	1.0	-0.068807796	0.014041107	-0.03559763	-0.094520375	-0.059713136	0.015334598	-0.018173035	-0.09354106	-1.3692095	0.040418368	-1.2916106	-1.4925194	-0.20419678	0.004570256	353.5991253852844
270	-0.14238094	0.0	-0.14238094	-0.14238094	1.0	-0.06837049	0.012334975	-0.017127631	-0.09041091	-0.06886648	0.014850585	-0.018093836	-0.097726345	-1.359894	0.043234184	-1.264631	-1.5081711	-0.19413026	0.0050672255	354.2041435241699
270	-0.033165153	0.0	-0.033165153	-0.033165153	1.0	-0.06379223	0.014948395	-0.009226453	-0.08937725	-0.07322253	0.016953599	-0.009205973	-0.10396956	-1.3625821	0.04254539	-1.2399002	-1.5411469	-0.19316566	0.004880171	354.8175222873688
270	-0.02683382	0.0	-0.02683382	-0.02683382	1.0	-0.06337325	0.0128312	-0.013962861	-0.08966584	-0.07936653	0.01482942	-0.030574476	-0.10834	-1.3713044	0.041601036	-1.2489575	-1.560174	-0.19220918	0.0048713027	355.50087881088257
270	-0.082705185	0.0	-0.082705185	-0.082705185	1.0	-0.06577125	0.013792546	-0.012186575	-0.08920926	-0.07778871	0.01620713	-0.014461023	-0.11017698	-1.3667359	0.045409594	-1.2853876	-1.5386722	-0.19886738	0.004201878	356.09455037117004
270	-0.11956347	0.0	-0.11956347	-0.11956347	1.0	-0.071612306	0.011185072	-0.03250286	-0.09444469	-0.077300645	0.014879004	-0.026509661	-0.105541855	-1.3626012	0.044231754	-1.2187912	-1.5273064	-0.19511148	0.0043777763	356.6981883049011
270	-0.03217567	0.0	-0.03217567	-0.03217567	1.0	-0.07185207	0.012647054	-0.017394032	-0.09749039	-0.06369294	0.01649044	0.0026983544	-0.099240124	-1.3690839	0.044830713	-1.2769094	-1.5648158	-0.20011722	0.0041688588	357.9315724372864
270	-0.05677071	0.0	-0.05677071	-0.05677071	1.0	-0.07351319	0.013005668	-0.022940295	-0.09543455	-0.062698156	0.016695088	-0.013130017	-0.09289025	-1.3648989	0.040070914	-1.2458276	-1.4693347	-0.1994628	0.005605961	358.58907985687256
270	-0.05791224	0.0	-0.05791224	-0.05791224	1.0	-0.070942245	0.011236822	-0.036174074	-0.096119784	-0.06373936	0.015226864	-0.023456857	-0.09662221	-1.3666049	0.04704066	-1.2743229	-1.5671501	-0.20038964	0.0027277737	359.18623447418213
270	-0.044097535	0.0	-0.044097535	-0.044097535	1.0	-0.06744971	0.011279167	-0.0444939	-0.09339059	-0.06929089	0.015596794	-0.02948457	-0.10763566	-1.3678856	0.052113015	-1.2484568	-1.7364355	-0.19266853	0.005074797	359.7862193584442
270	-0.07645286	0.0	-0.07645286	-0.07645286	1.0	-0.06887666	0.013307491	-0.0201299	-0.09510852	-0.07802019	0.017048921	-0.034376908	-0.11828084	-1.3625729	0.0425425	-1.2820938	-1.4950374	-0.18858016	0.004642279	360.3647015094757
270	-0.054949977	0.0	-0.054949977	-0.054949977	1.0	-0.070576504	0.012640051	-0.014365785	-0.09698366	-0.082009256	0.016970158	-0.019796047	-0.11626133	-1.3603579	0.038588785	-1.27062	-1.4736316	-0.18987703	0.004475508	360.97527742385864
270	-0.053888824	0.0	-0.053888824	-0.053888824	1.0	-0.07267001	0.013167344	-0.015813692	-0.098825164	-0.08106406	0.016728288	-0.018261641	-0.12323496	-1.3742896	0.04692347	-1.2722484	-1.5637736	-0.19553384	0.005313391	361.5787012577057
270	-0.043672122	0.0	-0.043672122	-0.043672122	1.0	-0.072403505	0.014115847	-0.01771	-0.10126357	-0.06698882	0.01845101	-0.005950313	-0.110065505	-1.367718	0.043385345	-1.2795321	-1.5798898	-0.20034257	0.0038802088	362.8385226726532
270	-0.021271696	0.0	-0.021271696	-0.021271696	1.0	-0.070759036	0.013702177	-0.020950323	-0.10084948	-0.064543754	0.016749246	-0.018078784	-0.1067052	-1.3656086	0.038908344	-1.2781689	-1.5372363	-0.19745402	0.003919492	364.6486415863037
300	-0.06992362	0.0	-0.06992362	-0.06992362	1.0	-0.06710586	0.012611819	-0.0142608555	-0.09763837	-0.07522446	0.016035857	-0.016293552	-0.11847335	-1.3789301	0.04552855	-1.2901331	-1.5609437	-0.19136731	0.0038446013	387.67931175231934
300	-0.042880554	0.0	-0.042880554	-0.042880554	1.0	-0.07059817	0.013544551	-0.03431961	-0.099633284	-0.08117535	0.016647616	-0.038175162	-0.11701164	-1.3674977	0.045660377	-1.2872672	-1.5043427	-0.1912938	0.0034402334	388.2250654697418
300	-0.0903441	0.0	-0.0903441	-0.0903441	1.0	-0.07326703	0.012972703	-0.025402995	-0.09880818	-0.07970056	0.016008724	-0.036053024	-0.11432075	-1.3627766	0.044781163	-1.2518301	-1.4866041	-0.19600347	0.0026696431	388.76557326316833
