Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
390	-0.0063062124	0.0	-0.0063062124	-0.0063062124	1.0	-0.06997222	0.019142	-0.018384835	-0.11592244	-0.07130278	0.023276573	-0.019187573	-0.14651719	-1.3675365	0.04874629	-1.2647096	-1.6378	-0.2016879	0.003862162	517.6170060634613
390	-0.04478996	0.0	-0.04478996	-0.04478996	1.0	-0.06590685	0.020384973	-0.022733899	-0.11980077	-0.063231826	0.024261208	-0.016215893	-0.1313416	-1.3651731	0.046524175	-1.2275546	-1.4813251	-0.19583997	0.0059567196	518.2304170131683
390	-0.025755864	0.0	-0.025755864	-0.025755864	1.0	-0.06857441	0.01952127	-0.029277736	-0.12477196	-0.06515044	0.024344847	-0.022665922	-0.1403769	-1.3659786	0.04692673	-1.2308682	-1.5636013	-0.19092466	0.00385798	518.8496294021606
390	-0.085145555	0.0	-0.085145555	-0.085145555	1.0	-0.07820236	0.02219722	-0.021357102	-0.13099226	-0.08288846	0.027694184	-0.0073603913	-0.15091768	-1.3736552	0.049975485	-1.2788851	-1.5116428	-0.18139887	0.0044779265	519.515364408493
390	-0.028585454	0.0	-0.028585454	-0.028585454	1.0	-0.080301926	0.020622462	-0.02781108	-0.123317435	-0.084960036	0.026213132	-0.010991752	-0.1547099	-1.3694484	0.04408125	-1.2442514	-1.5321316	-0.1867446	0.0047256267	520.1212677955627
390	-0.037481885	0.0	-0.037481885	-0.037481885	1.0	-0.075024344	0.021056095	-0.023344878	-0.1213951	-0.07264729	0.024276689	-0.022974323	-0.1446899	-1.3664701	0.046862565	-1.2606442	-1.6751043	-0.19904898	0.00437438	521.3206915855408
390	-0.039827272	0.0	-0.039827272	-0.039827272	1.0	-0.069315776	0.019159365	-0.006831612	-0.11207587	-0.06186595	0.023064636	-0.011032874	-0.11292112	-1.3623297	0.040132824	-1.2758815	-1.4566987	-0.20248258	0.004124972	521.9242837429047
390	-0.03697047	0.0	-0.03697047	-0.03697047	1.0	-0.06325639	0.02122836	-0.0008992017	-0.10775644	-0.06215475	0.023859756	0.02528573	-0.11327453	-1.3708664	0.04811541	-1.2401854	-1.5355884	-0.19955045	0.0044573597	522.6166195869446
390	-0.015448021	0.0	-0.015448021	-0.015448021	1.0	-0.061772794	0.019856816	0.0009977368	-0.119306855	-0.06606099	0.022761952	0.01771733	-0.1249143	-1.3591397	0.045237478	-1.250041	-1.5018597	-0.19673467	0.0031629745	523.204630613327
390	-0.016240379	0.0	-0.016240379	-0.016240379	1.0	-0.066047005	0.021058451	-0.01448703	-0.1204273	-0.073589444	0.023223614	-0.016412316	-0.12768695	-1.370616	0.04188616	-1.2532549	-1.5238236	-0.19134961	0.004305981	523.8019018173218
390	-0.12144726	0.0	-0.12144726	-0.12144726	1.0	-0.071127675	0.020052614	-0.0134589225	-0.115352295	-0.076275654	0.023771087	-0.014898667	-0.1306301	-1.3651302	0.044418763	-1.2577417	-1.5278735	-0.19177757	0.0039124377	524.4032073020935
390	-0.14901413	0.0	-0.14901413	-0.14901413	1.0	-0.074827105	0.017909087	-0.01843127	-0.11638398	-0.07349835	0.021397468	-0.020672921	-0.13268234	-1.373476	0.051488075	-1.2571669	-1.7291194	-0.19702335	0.0035526536	525.0266087055206
390	-0.114771396	0.0	-0.114771396	-0.114771396	1.0	-0.078062534	0.018684471	-0.03350226	-0.1315358	-0.06860397	0.021679206	-0.022234293	-0.13152635	-1.3659701	0.04600884	-1.2619025	-1.5121872	-0.19275194	0.0046258555	525.6633665561676
390	-0.12852956	0.0	-0.12852956	-0.12852956	1.0	-0.07502848	0.021177953	-0.0108436225	-0.13169324	-0.067013085	0.023512347	-0.028507188	-0.13729592	-1.3600974	0.039790638	-1.2531366	-1.448129	-0.184535	0.005217511	526.3136067390442
390	-0.13239798	0.0	-0.13239798	-0.13239798	1.0	-0.07721433	0.022208981	-0.004214997	-0.1360743	-0.07990667	0.02546298	-0.00920014	-0.14703362	-1.368679	0.050401527	-1.2616382	-1.5804782	-0.18152297	0.004039691	526.8971548080444
390	-0.07152849	0.0	-0.07152849	-0.07152849	1.0	-0.078850605	0.020256886	-0.020427959	-0.1373567	-0.086558916	0.023367267	-0.043611266	-0.15553619	-1.3683839	0.04777997	-1.2511129	-1.5337685	-0.18467864	0.0038887279	527.473078250885
420	-0.065036796	0.0	-0.065036796	-0.065036796	1.0	-0.07658086	0.020887766	-0.01152296	-0.12826595	-0.08168897	0.02349021	-0.018647976	-0.15206628	-1.3651453	0.043240905	-1.2748332	-1.4823895	-0.19521973	0.0039503984	550.3422453403473
420	-0.13915756	0.0	-0.13915756	-0.13915756	1.0	-0.07738314	0.022124652	-0.018809477	-0.13513474	-0.076074615	0.024646016	-0.029329771	-0.12677824	-1.3653226	0.039891597	-1.285076	-1.4929724	-0.19698597	0.004430324	550.9231312274933
420	-0.040273562	0.0	-0.040273562	-0.040273562	1.0	-0.07097478	0.02344404	-0.009426937	-0.13190714	-0.062420033	0.02275652	-0.0009822939	-0.1264533	-1.3668115	0.047812987	-1.2486879	-1.5887793	-0.20357704	0.0036852262	551.5085225105286
420	-0.2198906	0.0	-0.2198906	-0.2198906	1.0	-0.06893877	0.023585627	-0.01279854	-0.12699002	-0.06406971	0.025794305	-0.021053407	-0.14000274	-1.3644655	0.03954055	-1.2740061	-1.4831295	-0.19177222	0.0051915124	552.1044759750366
420	-0.22377364	0.0	-0.22377364	-0.22377364	1.0	-0.06707193	0.021129537	-0.01183036	-0.12798	-0.06877145	0.023346301	-0.0128814615	-0.1279391	-1.3663021	0.039457988	-1.2770638	-1.548501	-0.18838193	0.0038778596	552.7776346206665
420	-0.1597022	0.0	-0.1597022	-0.1597022	1.0	-0.07511721	0.018659675	-0.03011184	-0.1300407	-0.08341167	0.023239853	-0.03244331	-0.14209804	-1.3662405	0.042111848	-1.26653	-1.506771	-0.18031135	0.003957419	553.3462107181549
420	-0.041598167	0.0	-0.041598167	-0.041598167	1.0	-0.081633516	0.019054294	-0.036954813	-0.13345325	-0.08968559	0.024034984	-0.037596874	-0.14379188	-1.3722265	0.048360616	-1.2741535	-1.5976161	-0.18856496	0.003526722	553.9430956840515
420	-0.09442083	0.0	-0.09442083	-0.09442083	1.0	-0.07546469	0.020232327	-0.018181985	-0.12956674	-0.0780829	0.022999655	-0.016683698	-0.13686731	-1.3687935	0.0406362	-1.2898141	-1.4805198	-0.20171368	0.0034056294	554.521639585495
420	-0.023013836	0.0	-0.023013836	-0.023013836	1.0	-0.069428176	0.019259574	-0.009179118	-0.1210082	-0.06090931	0.02303367	-0.013267728	-0.111038774	-1.361897	0.040713545	-1.2681783	-1.5030015	-0.20361757	0.00331683	555.1305735111237
420	-0.05030272	0.0	-0.05030272	-0.05030272	1.0	-0.065884046	0.01974195	-0.0040458264	-0.11616644	-0.052756928	0.024041096	0.008988939	-0.11003602	-1.3715951	0.039052933	-1.2288127	-1.4811995	-0.19831707	0.0055191675	555.7476487159729
420	-0.013049415	0.0	-0.013049415	-0.013049415	1.0	-0.07398754	0.017475426	-0.029866286	-0.118367374	-0.07545326	0.02448885	-0.017770177	-0.15590021	-1.3688905	0.047071356	-1.2559849	-1.6242465	-0.18081251	0.0038737813	557.0565259456635
420	-0.025096452	0.0	-0.025096452	-0.025096452	1.0	-0.08159518	0.021250743	-0.040614586	-0.1285466	-0.09110895	0.027417684	-0.04455105	-0.16610517	-1.3613927	0.043430816	-1.2538606	-1.4774845	-0.18113415	0.0048669027	557.6553721427917
420	-0.048229814	0.0	-0.048229814	-0.048229814	1.0	-0.07910585	0.020439379	-0.015332305	-0.13238019	-0.08467433	0.025655232	-0.029810125	-0.14478712	-1.3773758	0.049685694	-1.2609284	-1.5625298	-0.19640149	0.0035755422	558.2560803890228
420	-0.05494527	0.0	-0.05494527	-0.05494527	1.0	-0.071720086	0.021078572	-0.0003771726	-0.12893087	-0.0670785	0.024075733	-0.008719368	-0.14811155	-1.3672112	0.046550322	-1.2534972	-1.5645422	-0.1973921	0.0045503597	560.0955214500427
420	-0.074511774	0.0	-0.074511774	-0.074511774	1.0	-0.07513311	0.02391262	-0.004129347	-0.13625047	-0.06968625	0.023534382	-0.012542582	-0.14973964	-1.3709991	0.04660765	-1.2377219	-1.534323	-0.1907678	0.0036900311	560.6963963508606
420	-0.16855769	0.0	-0.16855769	-0.16855769	1.0	-0.07965736	0.02267364	-0.0256746	-0.13757834	-0.08026635	0.022214696	-0.0318119	-0.14434408	-1.361942	0.044729173	-1.2473917	-1.4804589	-0.18379551	0.0038563977	561.3099660873413
420	-0.0262125	0.0	-0.0262125	-0.0262125	1.0	-0.072959974	0.024061967	0.0053880215	-0.13673025	-0.081042156	0.024344085	-0.014842932	-0.17975691	-1.365734	0.045956057	-1.2392367	-1.5236791	-0.1959235	0.0038309144	562.566933631897
420	-0.10737999	0.0	-0.10737999	-0.10737999	1.0	-0.06305395	0.021775845	-0.013719514	-0.12171188	-0.06964679	0.021786489	-0.018700827	-0.17042184	-1.3644665	0.040431235	-1.2500702	-1.4686402	-0.20720163	0.0027410013	563.2518856525421
420	-0.057523932	0.0	-0.057523932	-0.057523932	1.0	-0.06098108	0.023116888	-0.01115603	-0.12087609	-0.057308186	0.023291534	-0.0052708704	-0.124557994	-1.3636851	0.039318502	-1.2881354	-1.5240102	-0.20351392	0.003990953	563.8651728630066
420	-0.14411443	0.0	-0.14411443	-0.14411443	1.0	-0.07026237	0.02324138	-0.017329007	-0.11979686	-0.058405798	0.023923332	-0.0063261604	-0.10317568	-1.3609439	0.052937612	-1.2512976	-1.5622456	-0.1922399	0.0034652974	564.4779241085052
420	-0.1056501	0.0	-0.1056501	-0.1056501	1.0	-0.07583357	0.021303924	-0.0070129377	-0.12866579	-0.06412661	0.022912966	-0.0063351886	-0.12867814	-1.368051	0.044537116	-1.2401687	-1.4965876	-0.18708216	0.0041019134	565.0845158100128
420	-0.1681149	0.0	-0.1681149	-0.1681149	1.0	-0.08251505	0.021108555	-0.015809134	-0.126717	-0.07799974	0.022552466	-0.0064211637	-0.17009524	-1.3645735	0.04621701	-1.2504773	-1.4985688	-0.18373835	0.0036985606	565.7138574123383
420	-0.078483015	0.0	-0.078483015	-0.078483015	1.0	-0.07817274	0.022374861	-0.019729324	-0.13182926	-0.08402952	0.024408333	-0.011279547	-0.16608392	-1.3582232	0.042488787	-1.2460843	-1.4791521	-0.18651842	0.003499635	566.3948111534119
420	-0.022687713	0.0	-0.022687713	-0.022687713	1.0	-0.070646554	0.02060778	-0.012987218	-0.12093381	-0.08205538	0.022653205	-0.0086958045	-0.1419181	-1.3630321	0.043080024	-1.2788599	-1.5099912	-0.19750118	0.0024146196	566.9757039546967
420	-0.033958815	0.0	-0.033958815	-0.033958815	1.0	-0.068717554	0.02289443	0.0011396417	-0.12404766	-0.07953539	0.026706152	-0.025316708	-0.1617558	-1.3680336	0.047679644	-1.2665151	-1.545561	-0.19674793	0.0042115506	567.5701403617859
420	-0.13881467	0.0	-0.13881467	-0.13881467	1.0	-0.06842932	0.019595265	-0.020595282	-0.111946575	-0.06778273	0.02304195	-0.016562236	-0.12061566	-1.3642161	0.045697417	-1.2496952	-1.5280493	-0.19788375	0.003019534	568.1905932426453
450	-0.038078878	0.0	-0.038078878	-0.038078878	1.0	-0.07472843	0.021980116	-0.015141271	-0.12933989	-0.06969969	0.025304828	-0.020162806	-0.15114012	-1.3763788	0.049912825	-1.2994454	-1.6590804	-0.19362362	0.0030161308	591.623063325882
450	-0.022226883	0.0	-0.022226883	-0.022226883	1.0	-0.07791118	0.020595187	-0.034503706	-0.124400504	-0.067185245	0.025627913	-0.013713484	-0.13053486	-1.3669332	0.047635846	-1.262229	-1.5428852	-0.19326395	0.0038399315	592.176794052124
450	-0.03559344	0.0	-0.03559344	-0.03559344	1.0	-0.07324374	0.021839857	-0.027534164	-0.12800987	-0.06828516	0.025753869	-0.021482948	-0.1475359	-1.368375	0.051731274	-1.262729	-1.6300367	-0.19328868	0.004028139	592.7351350784302
450	-0.08310594	0.0	-0.08310594	-0.08310594	1.0	-0.06935383	0.02064797	-0.007916903	-0.12366227	-0.07316511	0.024818296	-0.017273322	-0.15611632	-1.3676519	0.047921643	-1.2712718	-1.5835291	-0.19340706	0.0036124391	593.2965919971466
450	-0.08288574	0.0	-0.08288574	-0.08288574	1.0	-0.0676852	0.020873355	-0.023778526	-0.11433745	-0.07779725	0.024903364	-0.026671296	-0.14448476	-1.363759	0.039867137	-1.2610705	-1.4661037	-0.191232	0.0037438828	593.871675491333
450	-0.2024963	0.0	-0.2024963	-0.2024963	1.0	-0.06966108	0.020517139	-0.005513794	-0.11480065	-0.07461116	0.02408844	-0.022471078	-0.13274238	-1.3726366	0.04566808	-1.275274	-1.5013256	-0.19163027	0.003952932	594.4463579654694
450	-0.18827295	0.0	-0.18827295	-0.18827295	1.0	-0.07769634	0.020030437	-0.041280977	-0.1228152	-0.079195544	0.025778593	-0.022185197	-0.15989602	-1.3696682	0.045878332	-1.272786	-1.5503829	-0.1813406	0.0052678757	595.0558013916016
450	-0.08843089	0.0	-0.08843089	-0.08843089	1.0	-0.089029394	0.017393714	-0.04653464	-0.13580436	-0.084214866	0.02311355	-0.022336178	-0.15486473	-1.3571842	0.037978493	-1.2679565	-1.465627	-0.18148908	0.004157	595.6751818656921
450	-0.097372964	0.0	-0.097372964	-0.097372964	1.0	-0.086511716	0.023020694	-0.022900283	-0.1572765	-0.08410418	0.02697985	-0.02790056	-0.16164196	-1.3691804	0.040785167	-1.2526916	-1.490846	-0.19338664	0.0042189155	596.3051302433014
450	-0.093140766	0.0	-0.093140766	-0.093140766	1.0	-0.07033761	0.023077006	0.005364058	-0.1259041	-0.06853112	0.027951904	-0.0044982713	-0.15101027	-1.365483	0.047470145	-1.2414348	-1.5277287	-0.20529032	0.0031099126	597.6069703102112
450	-0.059205998	0.0	-0.059205998	-0.059205998	1.0	-0.06380741	0.023598017	-0.00013020309	-0.12167149	-0.06640343	0.028347371	0.00051052496	-0.14202857	-1.3676155	0.054334473	-1.2254947	-1.6528163	-0.19139309	0.003761498	598.7943756580353
450	-0.1885398	0.0	-0.1885398	-0.1885398	1.0	-0.078434184	0.022400994	-0.023515318	-0.15155385	-0.08238302	0.027634284	-0.0034079272	-0.16762504	-1.3651872	0.04748401	-1.274195	-1.5453284	-0.18319812	0.0036287657	599.9918398857117
450	-0.051331934	0.0	-0.051331934	-0.051331934	1.0	-0.08457437	0.022588054	-0.01022203	-0.13751698	-0.082892	0.02843463	-0.01475862	-0.17565648	-1.3583984	0.043169044	-1.2590567	-1.4926714	-0.18220764	0.0035488126	600.5914285182953
450	-0.055448823	0.0	-0.055448823	-0.055448823	1.0	-0.08045998	0.02368502	-0.008644687	-0.1409535	-0.07510369	0.02855315	0.002029866	-0.17588253	-1.3585255	0.044909574	-1.2573924	-1.5030552	-0.1942535	0.004228466	601.8456382751465
450	-0.042180724	0.0	-0.042180724	-0.042180724	1.0	-0.0674867	0.022604005	0.008042233	-0.13107513	-0.065512694	0.025261037	-0.010598073	-0.16461098	-1.3612761	0.040468644	-1.2726175	-1.4825529	-0.20259741	0.0030224635	602.4501614570618
450	-0.17114459	0.0	-0.17114459	-0.17114459	1.0	-0.062704295	0.02439793	-0.0073011853	-0.1260852	-0.06567774	0.025659785	-0.023822771	-0.14466214	-1.366373	0.044648774	-1.2674986	-1.4923404	-0.19367218	0.0045932205	603.0737619400024
450	-0.16180186	0.0	-0.16180186	-0.16180186	1.0	-0.06763865	0.022538181	0.007860031	-0.1283635	-0.07303506	0.025141817	-0.017424623	-0.17165093	-1.371679	0.045670327	-1.2906907	-1.5311611	-0.18920758	0.0028466245	603.6632883548737
450	-0.12369846	0.0	-0.12369846	-0.12369846	1.0	-0.076398596	0.024975425	-0.025735835	-0.14193512	-0.08164721	0.027174758	-0.031739555	-0.19254352	-1.3609846	0.04384181	-1.276426	-1.5095782	-0.1835396	0.0040729158	604.2523047924042
450	-0.053812947	0.0	-0.053812947	-0.053812947	1.0	-0.087839164	0.025557706	-0.037203826	-0.1685136	-0.0860407	0.028285312	-0.028142948	-0.17279544	-1.3676032	0.045685582	-1.2943208	-1.5715454	-0.18825689	0.0033848365	604.841062784195
450	-0.1430172	0.0	-0.1430172	-0.1430172	1.0	-0.08063552	0.025187949	-0.0028199558	-0.12943178	-0.07371257	0.02612184	-0.0017671101	-0.12909862	-1.3681797	0.043187574	-1.2959538	-1.5556686	-0.19513926	0.0030594496	605.461629152298
450	-0.026283221	0.0	-0.026283221	-0.026283221	1.0	-0.07002491	0.02242098	-0.015818367	-0.12752323	-0.06359395	0.024243223	-0.007752751	-0.13530618	-1.3562906	0.038488004	-1.2694383	-1.4756445	-0.200553	0.004060773	606.1361141204834
450	-0.16247141	0.0	-0.16247141	-0.16247141	1.0	-0.063825116	0.021224197	-0.009609532	-0.11720611	-0.06382573	0.023184422	-0.002931796	-0.11366203	-1.3649988	0.0526572	-1.244693	-1.6916864	-0.19920161	0.0035566809	606.7127749919891
450	-0.07872437	0.0	-0.07872437	-0.07872437	1.0	-0.06893541	0.023392333	-0.011552858	-0.13999915	-0.07467194	0.025669962	-0.011203307	-0.16125791	-1.3742617	0.04339359	-1.2444527	-1.5060073	-0.19165435	0.0031915773	607.2836360931396
450	-0.048268218	0.0	-0.048268218	-0.048268218	1.0	-0.07548636	0.025291545	-0.01789637	-0.14773735	-0.082169056	0.029840445	-0.018703274	-0.17387709	-1.3698092	0.046520162	-1.2796474	-1.5543327	-0.18377794	0.0045989007	607.8666985034943
450	-0.12749414	0.0	-0.12749414	-0.12749414	1.0	-0.08335008	0.022295363	-0.03103895	-0.13319701	-0.08703232	0.024951933	-0.023816928	-0.15263978	-1.3588858	0.048884444	-1.230539	-1.5965785	-0.17856574	0.0041075824	608.4644632339478
450	-0.033179507	0.0	-0.033179507	-0.033179507	1.0	-0.08885865	0.02372511	-0.042204764	-0.16578971	-0.081748806	0.028160198	-0.03290977	-0.16912584	-1.3627832	0.044060923	-1.2608384	-1.4710892	-0.18501472	0.0035461038	609.0581135749817
480	-0.13249701	0.0	-0.13249701	-0.13249701	1.0	-0.084327966	0.025934773	-0.01894753	-0.15632771	-0.07140402	0.027364478	-0.012404762	-0.138552	-1.3582978	0.038719628	-1.2631971	-1.4782594	-0.19754462	0.0033259634	632.2049481868744
480	-0.075916246	0.0	-0.075916246	-0.075916246	1.0	-0.068824984	0.023222174	-0.0034499369	-0.12516335	-0.06299329	0.026329314	-0.009053288	-0.16058077	-1.361745	0.049962144	-1.2365528	-1.5154667	-0.2052558	0.0028484196	632.7661502361298
480	-0.06593236	0.0	-0.06593236	-0.06593236	1.0	-0.06149052	0.022302056	-0.012821067	-0.117944255	-0.06638747	0.024087649	-0.011246172	-0.14232916	-1.3717465	0.051741958	-1.2348278	-1.5494083	-0.20267288	0.0033400834	633.3304586410522
480	-0.10366035	0.0	-0.10366035	-0.10366035	1.0	-0.059904348	0.024229951	0.0061188806	-0.128382	-0.07184078	0.025579683	0.00065326877	-0.155306	-1.3635602	0.054079816	-1.2187986	-1.6351831	-0.18994504	0.0038242321	634.4708092212677
480	-0.023966523	0.0	-0.023966523	-0.023966523	1.0	-0.081700295	0.021275118	-0.022926545	-0.13636525	-0.08480588	0.024457382	-0.021988729	-0.14796343	-1.3642583	0.052433692	-1.2302465	-1.5845282	-0.18343413	0.0026634787	635.0554223060608
480	-0.23361416	0.0	-0.23361416	-0.23361416	1.0	-0.085441455	0.021309085	-0.033837456	-0.13331881	-0.07672615	0.028538387	-0.018950107	-0.19812837	-1.3568287	0.047850262	-1.2187392	-1.514514	-0.17930941	0.004363456	635.6923477649689
480	-0.08056376	0.0	-0.08056376	-0.08056376	1.0	-0.09077494	0.022198131	-0.03822216	-0.13345182	-0.07479213	0.02757034	-0.017589485	-0.1414347	-1.3694092	0.052864496	-1.2477146	-1.6092639	-0.18778092	0.0037536682	636.3122041225433
480	-0.025542516	0.0	-0.025542516	-0.025542516	1.0	-0.08005309	0.020980988	-0.023797054	-0.14565082	-0.07322974	0.024937427	-0.017506398	-0.15224068	-1.366687	0.052115608	-1.2513798	-1.55892	-0.19640435	0.003110907	636.9267864227295
480	-0.025760558	0.0	-0.025760558	-0.025760558	1.0	-0.07283455	0.022510685	-0.015510799	-0.13642193	-0.07962325	0.027200561	-0.020492293	-0.1545462	-1.3630977	0.040014267	-1.2897024	-1.503117	-0.18518212	0.0038139455	637.5136032104492
480	-0.20325388	0.0	-0.20325388	-0.20325388	1.0	-0.06916651	0.0231715	-0.0060412907	-0.13969284	-0.08240399	0.02906418	-0.018371994	-0.18130594	-1.3640733	0.047585722	-1.2392316	-1.5848105	-0.18711947	0.0040264446	638.8125114440918
480	-0.024689665	0.0	-0.024689665	-0.024689665	1.0	-0.07943846	0.021412613	-0.027382141	-0.131003	-0.08026756	0.025100255	-0.031255726	-0.15210602	-1.3666595	0.05102216	-1.2530165	-1.6778146	-0.19163121	0.0035470815	639.4158763885498
480	-0.12696561	0.0	-0.12696561	-0.12696561	1.0	-0.082067154	0.022698894	-0.0263157	-0.15288393	-0.07137205	0.029591529	-0.027354311	-0.156959	-1.361513	0.046230182	-1.269133	-1.6165917	-0.18921126	0.004246233	640.0182013511658
480	-0.041689917	0.0	-0.041689917	-0.041689917	1.0	-0.081217535	0.021079497	-0.03029347	-0.13101488	-0.0698499	0.02609217	-0.016944505	-0.1472546	-1.3688953	0.046135135	-1.2515671	-1.4952592	-0.19070297	0.004471143	640.6372170448303
480	-0.18588407	0.0	-0.18588407	-0.18588407	1.0	-0.07795295	0.022813972	-0.033967312	-0.13383126	-0.07129233	0.030084753	-0.02098839	-0.16214569	-1.3670719	0.0410837	-1.2785095	-1.5179511	-0.19143984	0.0035836427	641.3113331794739
480	-0.050988514	0.0	-0.050988514	-0.050988514	1.0	-0.07534145	0.021931445	-0.018649774	-0.13593014	-0.07912803	0.025988672	0.0010784473	-0.14798574	-1.3635317	0.04324349	-1.2784058	-1.6158516	-0.18698388	0.004337759	642.4889984130859
480	-0.011005126	0.0	-0.011005126	-0.011005126	1.0	-0.07640199	0.024320658	-0.014805795	-0.14928511	-0.082053155	0.027775042	-0.0003500264	-0.17534766	-1.3645645	0.04376581	-1.2639283	-1.5787019	-0.19103825	0.004304534	643.6671812534332
480	-0.0471388	0.0	-0.0471388	-0.0471388	1.0	-0.07830921	0.0221846	-0.02369241	-0.13841185	-0.06818064	0.025809113	0.0074056424	-0.16360298	-1.3589606	0.045287784	-1.2609737	-1.5344372	-0.19077411	0.0039563086	644.2587316036224
480	-0.18443221	0.0	-0.18443221	-0.18443221	1.0	-0.075235404	0.025070963	-0.021846583	-0.15538698	-0.06663537	0.027308574	0.003553994	-0.15143093	-1.3600428	0.04425592	-1.259803	-1.4891531	-0.19178852	0.004290246	644.888533115387
480	-0.11244385	0.0	-0.11244385	-0.11244385	1.0	-0.072646335	0.02530804	-0.01817687	-0.13876715	-0.06834905	0.024624724	-0.012663158	-0.15853365	-1.3657582	0.045874335	-1.2606782	-1.5596505	-0.19500937	0.0033069532	645.4673011302948
480	-0.082186125	0.0	-0.082186125	-0.082186125	1.0	-0.073526874	0.026625501	-0.010981067	-0.1502342	-0.078835994	0.02555277	-0.025429515	-0.18625818	-1.363988	0.045601364	-1.2419676	-1.528817	-0.19401059	0.004099238	646.0549848079681
480	-0.1892676	0.0	-0.1892676	-0.1892676	1.0	-0.06832752	0.020187981	-0.027304057	-0.118652	-0.077988036	0.023336157	-0.023389542	-0.18625593	-1.3624405	0.03914613	-1.2669303	-1.4814153	-0.19211785	0.0034796575	646.6523892879486
480	-0.14944851	0.0	-0.14944851	-0.14944851	1.0	-0.07082865	0.025072934	-0.009140027	-0.12751684	-0.07547768	0.030430289	-0.013923133	-0.18660578	-1.3711674	0.043364204	-1.2872498	-1.5025672	-0.18853065	0.0040453123	647.2370183467865
480	-0.05361721	0.0	-0.05361721	-0.05361721	1.0	-0.07648578	0.022381302	-0.012759638	-0.13745613	-0.07484718	0.022167288	-0.014076934	-0.159769	-1.3650129	0.04163852	-1.2469087	-1.4725724	-0.18776765	0.0039579244	647.8250162601471
480	-0.17382587	0.0	-0.17382587	-0.17382587	1.0	-0.08706239	0.025458558	-0.021116858	-0.15156603	-0.08121285	0.026797408	-0.019320253	-0.20059124	-1.3685229	0.05992186	-1.2456743	-1.5593876	-0.1941115	0.004393478	648.4083631038666
480	-0.21982668	0.0	-0.21982668	-0.21982668	1.0	-0.07446678	0.024873268	-0.012951406	-0.13741934	-0.0732498	0.026054744	-0.024348898	-0.14865758	-1.3660938	0.05412518	-1.2565186	-1.5818559	-0.1992791	0.004180697	649.016503572464
480	-0.05278284	0.0	-0.05278284	-0.05278284	1.0	-0.074251495	0.024764033	-0.0036495703	-0.124594055	-0.075167954	0.026352473	-0.0173924	-0.14952344	-1.3601198	0.04698312	-1.2299002	-1.5564404	-0.18831015	0.005310621	649.6170954704285
510	-0.11095449	0.0	-0.11095449	-0.11095449	1.0	-0.070189804	0.023783935	-0.028628927	-0.15061	-0.07635337	0.029383987	-0.025468923	-0.20531404	-1.3633714	0.055554748	-1.2165518	-1.5736413	-0.19120535	0.0035717515	672.5940253734589
510	-0.17137459	0.0	-0.17137459	-0.17137459	1.0	-0.07466175	0.024697192	-0.029454404	-0.1485724	-0.08053295	0.028171595	-0.030633215	-0.16302839	-1.3663155	0.045647107	-1.2687169	-1.5678058	-0.18813047	0.004199789	673.1648044586182
510	-0.12257103	0.0	-0.12257103	-0.12257103	1.0	-0.080629244	0.024075167	-0.017016416	-0.14800431	-0.082506746	0.028361458	-0.032079197	-0.20993176	-1.3604712	0.039562806	-1.2632816	-1.4646343	-0.18798196	0.0036453372	673.7272732257843
510	-0.08328844	0.0	-0.08328844	-0.08328844	1.0	-0.081175536	0.022998502	-0.018280175	-0.14922707	-0.07751852	0.02957655	-0.009271704	-0.20077632	-1.358747	0.04505313	-1.2421876	-1.4889078	-0.18617295	0.0040632454	674.8582015037537
510	-0.047355562	0.0	-0.047355562	-0.047355562	1.0	-0.08144453	0.024716256	-0.016754692	-0.14167145	-0.07943865	0.030226475	-0.0146644935	-0.15939236	-1.3721447	0.05022101	-1.2696689	-1.6306748	-0.1866591	0.004235898	676.0706815719604
510	-0.24122645	0.0	-0.24122645	-0.24122645	1.0	-0.08321454	0.023712412	-0.03679182	-0.1501597	-0.08365278	0.029530043	-0.017158037	-0.19396436	-1.3605566	0.041099712	-1.2605504	-1.4980683	-0.1851145	0.0039163437	677.2876162528992
510	-0.055603698	0.0	-0.055603698	-0.055603698	1.0	-0.08033945	0.025315467	-0.016411867	-0.13853735	-0.08087245	0.025719356	-0.020740783	-0.17191818	-1.3690715	0.042858705	-1.2755996	-1.5059325	-0.19351727	0.004320837	677.8801646232605
510	-0.08209061	0.0	-0.08209061	-0.08209061	1.0	-0.0704678	0.02509906	-0.008311041	-0.1390914	-0.07048747	0.026028175	-0.02399103	-0.14718851	-1.3680769	0.040077563	-1.2590982	-1.5412793	-0.20558411	0.003343341	678.5132713317871
510	-0.15929127	0.0	-0.15929127	-0.15929127	1.0	-0.06810148	0.028013451	-0.0002239889	-0.1516013	-0.06967095	0.03287136	0.007611731	-0.15980488	-1.3592418	0.038039863	-1.2687597	-1.4584552	-0.19431302	0.0036269308	679.1084830760956
