Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
279	-5.1543636	0.0	-5.1543636	-5.1543636	1.0	514.5926020145416
280	-6.0719786	0.0	-6.0719786	-6.0719786	1.0	515.8399093151093
281	-7.2486196	0.0	-7.2486196	-7.2486196	1.0	516.9775719642639
282	-6.3157835	0.0	-6.3157835	-6.3157835	1.0	518.162600517273
283	-8.833664	0.0	-8.833664	-8.833664	1.0	519.2991244792938
284	-10.426859	0.0	-10.426859	-10.426859	1.0	520.4164338111877
285	-10.131985	0.0	-10.131985	-10.131985	1.0	521.5270879268646
286	-8.158768	0.0	-8.158768	-8.158768	1.0	522.7375440597534
287	-7.999425	0.0	-7.999425	-7.999425	1.0	523.8339977264404
288	-3.839374	0.0	-3.839374	-3.839374	1.0	524.9674878120422
289	-8.157627	0.0	-8.157627	-8.157627	1.0	526.1707820892334
290	-7.8214836	0.0	-7.8214836	-7.8214836	1.0	527.2958707809448
291	-5.437411	0.0	-5.437411	-5.437411	1.0	528.4374618530273
292	-6.590216	0.0	-6.590216	-6.590216	1.0	529.5772664546967
293	-9.448083	0.0	-9.448083	-9.448083	1.0	530.7845296859741
294	-9.488859	0.0	-9.488859	-9.488859	1.0	531.9466986656189
295	-6.2484956	0.0	-6.2484956	-6.2484956	1.0	533.1778430938721
296	-8.170275	0.0	-8.170275	-8.170275	1.0	534.3367936611176
297	-9.137713	0.0	-9.137713	-9.137713	1.0	535.5691661834717
298	-7.3526697	0.0	-7.3526697	-7.3526697	1.0	536.7100734710693
299	-10.7004385	0.0	-10.7004385	-10.7004385	1.0	537.7990794181824
300	-6.8774714	0.0	-6.8774714	-6.8774714	1.0	675.6892745494843
301	-7.9454985	0.0	-7.9454985	-7.9454985	1.0	676.782947063446
302	-6.1068563	0.0	-6.1068563	-6.1068563	1.0	677.930422782898
303	-5.3545084	0.0	-5.3545084	-5.3545084	1.0	679.0799252986908
304	-12.606421	0.0	-12.606421	-12.606421	1.0	680.2657577991486
305	-4.269214	0.0	-4.269214	-4.269214	1.0	681.3727426528931
306	-4.098318	0.0	-4.098318	-4.098318	1.0	682.4754838943481
307	-6.937408	0.0	-6.937408	-6.937408	1.0	683.6621057987213
308	-7.530794	0.0	-7.530794	-7.530794	1.0	684.7705965042114
309	-4.995557	0.0	-4.995557	-4.995557	1.0	685.8850615024567
310	-9.109737	0.0	-9.109737	-9.109737	1.0	687.0616669654846
311	-7.7173243	0.0	-7.7173243	-7.7173243	1.0	688.1725132465363
312	-6.3710055	0.0	-6.3710055	-6.3710055	1.0	689.2740793228149
313	-11.250033	0.0	-11.250033	-11.250033	1.0	690.4577398300171
314	-4.441076	0.0	-4.441076	-4.441076	1.0	691.5671234130859
315	-4.773835	0.0	-4.773835	-4.773835	1.0	692.6663882732391
316	-6.7350674	0.0	-6.7350674	-6.7350674	1.0	693.8603217601776
317	-9.43651	0.0	-9.43651	-9.43651	1.0	694.9706163406372
318	-11.133993	0.0	-11.133993	-11.133993	1.0	696.0697979927063
319	-7.5933166	0.0	-7.5933166	-7.5933166	1.0	697.2609572410583
320	-5.0778284	0.0	-5.0778284	-5.0778284	1.0	698.395744562149
321	-7.761511	0.0	-7.761511	-7.761511	1.0	699.5440850257874
322	-6.427269	0.0	-6.427269	-6.427269	1.0	700.70760679245
323	-6.7911844	0.0	-6.7911844	-6.7911844	1.0	701.9320876598358
324	-6.956206	0.0	-6.956206	-6.956206	1.0	703.0647349357605
325	-9.607148	0.0	-9.607148	-9.607148	1.0	704.2660250663757
326	-3.2076275	0.0	-3.2076275	-3.2076275	1.0	705.3688457012177
327	-7.9660482	0.0	-7.9660482	-7.9660482	1.0	706.4695172309875
328	-9.3810215	0.0	-9.3810215	-9.3810215	1.0	707.6681900024414
329	-5.3736844	0.0	-5.3736844	-5.3736844	1.0	708.7892415523529
330	-11.736713	0.0	-11.736713	-11.736713	1.0	709.9036438465118
331	-10.1284685	0.0	-10.1284685	-10.1284685	1.0	711.0961482524872
332	-4.731875	0.0	-4.731875	-4.731875	1.0	712.2224934101105
333	-7.1951704	0.0	-7.1951704	-7.1951704	1.0	713.3435337543488
334	-2.6756682	0.0	-2.6756682	-2.6756682	1.0	714.4581580162048
335	-6.7718215	0.0	-6.7718215	-6.7718215	1.0	715.6672246456146
336	-5.6346593	0.0	-5.6346593	-5.6346593	1.0	716.7846381664276
337	-7.9308114	0.0	-7.9308114	-7.9308114	1.0	717.9067554473877
338	-5.943362	0.0	-5.943362	-5.943362	1.0	719.0937287807465
339	-6.0041127	0.0	-6.0041127	-6.0041127	1.0	720.2298588752747
340	-6.657203	0.0	-6.657203	-6.657203	1.0	721.3531305789948
341	-6.011174	0.0	-6.011174	-6.011174	1.0	722.4690055847168
342	-6.0220194	0.0	-6.0220194	-6.0220194	1.0	723.6891770362854
343	-8.681583	0.0	-8.681583	-8.681583	1.0	724.827427148819
344	-6.3552427	0.0	-6.3552427	-6.3552427	1.0	725.9561975002289
345	-5.7561173	0.0	-5.7561173	-5.7561173	1.0	727.0690088272095
346	-9.127701	0.0	-9.127701	-9.127701	1.0	728.2735736370087
347	-7.433925	0.0	-7.433925	-7.433925	1.0	729.3973224163055
348	-7.989888	0.0	-7.989888	-7.989888	1.0	730.5160248279572
349	-5.4044957	0.0	-5.4044957	-5.4044957	1.0	731.6309432983398
350	-6.7256975	0.0	-6.7256975	-6.7256975	1.0	732.8458561897278
351	-3.9085612	0.0	-3.9085612	-3.9085612	1.0	733.8963613510132
352	-8.5139065	0.0	-8.5139065	-8.5139065	1.0	735.0313024520874
353	-5.259601	0.0	-5.259601	-5.259601	1.0	736.1535701751709
354	-9.260248	0.0	-9.260248	-9.260248	1.0	737.2677257061005
355	-5.76285	0.0	-5.76285	-5.76285	1.0	738.4830067157745
356	-5.602004	0.0	-5.602004	-5.602004	1.0	739.621488571167
357	-3.1048112	0.0	-3.1048112	-3.1048112	1.0	740.749514579773
358	-5.341041	0.0	-5.341041	-5.341041	1.0	741.8374817371368
359	-3.3065047	0.0	-3.3065047	-3.3065047	1.0	743.0686857700348
360	-9.604304	0.0	-9.604304	-9.604304	1.0	744.3059170246124
361	-9.481312	0.0	-9.481312	-9.481312	1.0	745.418704032898
362	-6.5012054	0.0	-6.5012054	-6.5012054	1.0	746.5307247638702
363	-8.742318	0.0	-8.742318	-8.742318	1.0	747.6095688343048
364	-7.4722385	0.0	-7.4722385	-7.4722385	1.0	748.7953052520752
365	-5.8094487	0.0	-5.8094487	-5.8094487	1.0	749.8442668914795
366	-7.868183	0.0	-7.868183	-7.868183	1.0	750.9358847141266
367	-11.922784	0.0	-11.922784	-11.922784	1.0	752.0174436569214
368	-7.28165	0.0	-7.28165	-7.28165	1.0	753.197217464447
369	-8.775163	0.0	-8.775163	-8.775163	1.0	754.2541136741638
370	-10.960977	0.0	-10.960977	-10.960977	1.0	755.3834187984467
371	-7.985725	0.0	-7.985725	-7.985725	1.0	756.4995765686035
372	-10.456246	0.0	-10.456246	-10.456246	1.0	757.6207218170166
373	-7.8229103	0.0	-7.8229103	-7.8229103	1.0	758.8991317749023
374	-5.510347	0.0	-5.510347	-5.510347	1.0	759.9799680709839
375	-8.77702	0.0	-8.77702	-8.77702	1.0	761.1788067817688
376	-5.7064643	0.0	-5.7064643	-5.7064643	1.0	762.3410973548889
377	-6.673908	0.0	-6.673908	-6.673908	1.0	763.5070674419403
378	-4.466233	0.0	-4.466233	-4.466233	1.0	764.7980718612671
379	-8.5512495	0.0	-8.5512495	-8.5512495	1.0	765.9621760845184
380	-7.760288	0.0	-7.760288	-7.760288	1.0	767.0944871902466
381	-3.701787	0.0	-3.701787	-3.701787	1.0	768.291426897049
382	-6.652673	0.0	-6.652673	-6.652673	1.0	769.4376409053802
383	-9.66675	0.0	-9.66675	-9.66675	1.0	770.5647804737091
384	-7.9682207	0.0	-7.9682207	-7.9682207	1.0	771.684431552887
385	-9.639526	0.0	-9.639526	-9.639526	1.0	772.8707897663116
386	-11.783853	0.0	-11.783853	-11.783853	1.0	774.0013246536255
387	-4.686652	0.0	-4.686652	-4.686652	1.0	775.1626853942871
388	-5.093598	0.0	-5.093598	-5.093598	1.0	776.3047771453857
389	-5.104849	0.0	-5.104849	-5.104849	1.0	777.5535781383514
390	-6.1607676	0.0	-6.1607676	-6.1607676	1.0	778.7133340835571
391	-10.583245	0.0	-10.583245	-10.583245	1.0	779.8773324489594
392	-5.612763	0.0	-5.612763	-5.612763	1.0	781.1174528598785
393	-5.9053564	0.0	-5.9053564	-5.9053564	1.0	782.2378017902374
394	-7.2078753	0.0	-7.2078753	-7.2078753	1.0	783.4959392547607
395	-6.9501977	0.0	-6.9501977	-6.9501977	1.0	784.664009809494
396	-9.659855	0.0	-9.659855	-9.659855	1.0	785.7847239971161
397	-6.2638593	0.0	-6.2638593	-6.2638593	1.0	786.9042088985443
398	-6.066159	0.0	-6.066159	-6.066159	1.0	788.0184803009033
399	-4.4783096	0.0	-4.4783096	-4.4783096	1.0	789.2354629039764
400	-9.680853	0.0	-9.680853	-9.680853	1.0	790.3537821769714
401	-6.3789415	0.0	-6.3789415	-6.3789415	1.0	791.488477230072
402	-4.681656	0.0	-4.681656	-4.681656	1.0	792.671600818634
403	-7.626019	0.0	-7.626019	-7.626019	1.0	793.8057401180267
404	-8.637899	0.0	-8.637899	-8.637899	1.0	794.9305241107941
405	-8.773054	0.0	-8.773054	-8.773054	1.0	796.0913276672363
406	-6.371748	0.0	-6.371748	-6.371748	1.0	797.3349883556366
407	-5.9914856	0.0	-5.9914856	-5.9914856	1.0	798.4652910232544
408	-6.4228625	0.0	-6.4228625	-6.4228625	1.0	799.6687018871307
409	-7.184729	0.0	-7.184729	-7.184729	1.0	800.8111057281494
410	-4.27853	0.0	-4.27853	-4.27853	1.0	801.9349417686462
411	-6.275128	0.0	-6.275128	-6.275128	1.0	803.0514414310455
412	-9.393857	0.0	-9.393857	-9.393857	1.0	804.2501640319824
413	-8.236835	0.0	-8.236835	-8.236835	1.0	805.3789467811584
414	-5.719573	0.0	-5.719573	-5.719573	1.0	806.5496871471405
415	-4.751928	0.0	-4.751928	-4.751928	1.0	807.8334226608276
416	-5.811571	0.0	-5.811571	-5.811571	1.0	809.0845210552216
417	-10.8108835	0.0	-10.8108835	-10.8108835	1.0	810.2029209136963
418	-6.772963	0.0	-6.772963	-6.772963	1.0	811.4810094833374
419	-7.9924626	0.0	-7.9924626	-7.9924626	1.0	812.5520730018616
420	-5.7508035	0.0	-5.7508035	-5.7508035	1.0	813.6905090808868
421	-6.6869335	0.0	-6.6869335	-6.6869335	1.0	814.8152868747711
422	-5.1810904	0.0	-5.1810904	-5.1810904	1.0	816.0160467624664
423	-6.239974	0.0	-6.239974	-6.239974	1.0	817.0728483200073
424	-7.12207	0.0	-7.12207	-7.12207	1.0	818.1704332828522
425	-5.0764256	0.0	-5.0764256	-5.0764256	1.0	819.304249048233
426	-5.7868013	0.0	-5.7868013	-5.7868013	1.0	820.4291300773621
427	-6.4630075	0.0	-6.4630075	-6.4630075	1.0	821.6051454544067
428	-9.473339	0.0	-9.473339	-9.473339	1.0	822.6916470527649
429	-7.112609	0.0	-7.112609	-7.112609	1.0	823.8158643245697
430	-8.024559	0.0	-8.024559	-8.024559	1.0	825.0448367595673
431	-4.028761	0.0	-4.028761	-4.028761	1.0	826.1536495685577
432	-7.6015244	0.0	-7.6015244	-7.6015244	1.0	827.3249213695526
433	-6.2544823	0.0	-6.2544823	-6.2544823	1.0	828.484790802002
434	-7.8951454	0.0	-7.8951454	-7.8951454	1.0	829.7492394447327
435	-6.7468977	0.0	-6.7468977	-6.7468977	1.0	830.9291429519653
436	-9.262613	0.0	-9.262613	-9.262613	1.0	832.1850061416626
437	-4.370379	0.0	-4.370379	-4.370379	1.0	833.2680184841156
438	-7.1934004	0.0	-7.1934004	-7.1934004	1.0	834.4488232135773
439	-6.070808	0.0	-6.070808	-6.070808	1.0	835.5912454128265
440	-6.476389	0.0	-6.476389	-6.476389	1.0	836.7164871692657
441	-7.367151	0.0	-7.367151	-7.367151	1.0	837.8485152721405
442	-7.931805	0.0	-7.931805	-7.931805	1.0	839.0563087463379
443	-11.177469	0.0	-11.177469	-11.177469	1.0	840.2487995624542
444	-4.604044	0.0	-4.604044	-4.604044	1.0	841.3842239379883
445	-4.0717607	0.0	-4.0717607	-4.0717607	1.0	842.5615930557251
446	-3.575197	0.0	-3.575197	-3.575197	1.0	843.6804533004761
447	-9.854739	0.0	-9.854739	-9.854739	1.0	844.8419945240021
448	-8.394104	0.0	-8.394104	-8.394104	1.0	846.0535638332367
449	-7.8753567	0.0	-7.8753567	-7.8753567	1.0	847.2030048370361
450	-10.72317	0.0	-10.72317	-10.72317	1.0	984.8303220272064
451	-5.3899026	0.0	-5.3899026	-5.3899026	1.0	985.9531993865967
452	-6.091085	0.0	-6.091085	-6.091085	1.0	987.1700091362
453	-9.264174	0.0	-9.264174	-9.264174	1.0	988.2909080982208
454	-7.349596	0.0	-7.349596	-7.349596	1.0	989.4146704673767
455	-9.97989	0.0	-9.97989	-9.97989	1.0	990.6161780357361
456	-9.130408	0.0	-9.130408	-9.130408	1.0	991.7648818492889
457	-5.5222473	0.0	-5.5222473	-5.5222473	1.0	992.9336366653442
458	-4.4408784	0.0	-4.4408784	-4.4408784	1.0	994.108720779419
459	-6.5408993	0.0	-6.5408993	-6.5408993	1.0	995.2402529716492
460	-7.7845488	0.0	-7.7845488	-7.7845488	1.0	996.4050304889679
461	-8.579354	0.0	-8.579354	-8.579354	1.0	997.6615130901337
462	-9.30131	0.0	-9.30131	-9.30131	1.0	998.8606147766113
463	-7.20394	0.0	-7.20394	-7.20394	1.0	1000.1337189674377
464	-5.5739894	0.0	-5.5739894	-5.5739894	1.0	1001.3953649997711
465	-6.3447275	0.0	-6.3447275	-6.3447275	1.0	1002.5473415851593
466	-6.7062745	0.0	-6.7062745	-6.7062745	1.0	1003.6821095943451
467	-5.692972	0.0	-5.692972	-5.692972	1.0	1004.8202681541443
468	-7.954777	0.0	-7.954777	-7.954777	1.0	1006.0685725212097
469	-9.340707	0.0	-9.340707	-9.340707	1.0	1007.2240719795227
470	-6.2977433	0.0	-6.2977433	-6.2977433	1.0	1008.4635694026947
471	-5.7869344	0.0	-5.7869344	-5.7869344	1.0	1009.5799849033356
472	-6.291171	0.0	-6.291171	-6.291171	1.0	1010.7863609790802
473	-4.7367597	0.0	-4.7367597	-4.7367597	1.0	1011.9560770988464
474	-7.6499763	0.0	-7.6499763	-7.6499763	1.0	1013.0737791061401
475	-11.059229	0.0	-11.059229	-11.059229	1.0	1014.1820085048676
476	-5.8454957	0.0	-5.8454957	-5.8454957	1.0	1015.3343162536621
477	-6.4590764	0.0	-6.4590764	-6.4590764	1.0	1016.4899382591248
478	-6.301878	0.0	-6.301878	-6.301878	1.0	1017.6058447360992
479	-4.4456983	0.0	-4.4456983	-4.4456983	1.0	1018.8590083122253
480	-6.965217	0.0	-6.965217	-6.965217	1.0	1020.0403985977173
481	-7.9128485	0.0	-7.9128485	-7.9128485	1.0	1021.3049423694611
482	-5.0811462	0.0	-5.0811462	-5.0811462	1.0	1022.4431540966034
483	-7.2978005	0.0	-7.2978005	-7.2978005	1.0	1023.5871093273163
484	-7.916936	0.0	-7.916936	-7.916936	1.0	1024.7727115154266
485	-6.387927	0.0	-6.387927	-6.387927	1.0	1025.9856112003326
486	-7.6016836	0.0	-7.6016836	-7.6016836	1.0	1027.1770963668823
487	-4.825455	0.0	-4.825455	-4.825455	1.0	1028.366274356842
488	-8.956467	0.0	-8.956467	-8.956467	1.0	1029.5435810089111
489	-8.132239	0.0	-8.132239	-8.132239	1.0	1030.6585891246796
490	-8.72648	0.0	-8.72648	-8.72648	1.0	1031.8502759933472
491	-4.623773	0.0	-4.623773	-4.623773	1.0	1033.1322658061981
492	-6.801151	0.0	-6.801151	-6.801151	1.0	1034.1999650001526
493	-8.540939	0.0	-8.540939	-8.540939	1.0	1035.3260340690613
494	-9.332579	0.0	-9.332579	-9.332579	1.0	1036.4471564292908
495	-5.5674877	0.0	-5.5674877	-5.5674877	1.0	1037.5174686908722
496	-9.955868	0.0	-9.955868	-9.955868	1.0	1038.7500739097595
497	-8.863611	0.0	-8.863611	-8.863611	1.0	1039.836303472519
498	-8.573564	0.0	-8.573564	-8.573564	1.0	1040.9965691566467
499	-7.8972116	0.0	-7.8972116	-7.8972116	1.0	1042.2577652931213
500	-7.897398	0.0	-7.897398	-7.897398	1.0	1043.4047408103943
501	-4.1127305	0.0	-4.1127305	-4.1127305	1.0	1044.6618793010712
502	-3.145867	0.0	-3.145867	-3.145867	1.0	1045.825962305069
503	-7.649046	0.0	-7.649046	-7.649046	1.0	1046.9740107059479
504	-6.6022806	0.0	-6.6022806	-6.6022806	1.0	1048.2178647518158
505	-4.7443895	0.0	-4.7443895	-4.7443895	1.0	1049.4261207580566
506	-6.939598	0.0	-6.939598	-6.939598	1.0	1050.7236757278442
507	-6.6551213	0.0	-6.6551213	-6.6551213	1.0	1051.8997390270233
508	-8.529937	0.0	-8.529937	-8.529937	1.0	1053.018658876419
509	-4.275729	0.0	-4.275729	-4.275729	1.0	1054.1926746368408
510	-7.4886246	0.0	-7.4886246	-7.4886246	1.0	1055.3923289775848
511	-6.8492374	0.0	-6.8492374	-6.8492374	1.0	1056.5290114879608
512	-10.524428	0.0	-10.524428	-10.524428	1.0	1057.8643927574158
513	-5.1106124	0.0	-5.1106124	-5.1106124	1.0	1058.9840230941772
514	-5.9895463	0.0	-5.9895463	-5.9895463	1.0	1060.176483631134
515	-5.4976673	0.0	-5.4976673	-5.4976673	1.0	1061.3553700447083
516	-8.688401	0.0	-8.688401	-8.688401	1.0	1062.4764511585236
517	-8.576697	0.0	-8.576697	-8.576697	1.0	1063.6053745746613
518	-9.084595	0.0	-9.084595	-9.084595	1.0	1064.7944405078888
519	-7.4389606	0.0	-7.4389606	-7.4389606	1.0	1065.9903268814087
520	-4.831018	0.0	-4.831018	-4.831018	1.0	1067.1286871433258
521	-4.610739	0.0	-4.610739	-4.610739	1.0	1068.3117809295654
522	-6.3630376	0.0	-6.3630376	-6.3630376	1.0	1069.4925153255463
523	-10.437287	0.0	-10.437287	-10.437287	1.0	1070.614331960678
524	-5.293801	0.0	-5.293801	-5.293801	1.0	1071.8253965377808
525	-5.3670974	0.0	-5.3670974	-5.3670974	1.0	1073.127780675888
526	-5.188612	0.0	-5.188612	-5.188612	1.0	1074.2476124763489
527	-8.122663	0.0	-8.122663	-8.122663	1.0	1075.4021849632263
528	-5.925937	0.0	-5.925937	-5.925937	1.0	1076.6361258029938
529	-4.654241	0.0	-4.654241	-4.654241	1.0	1077.7562260627747
530	-8.312606	0.0	-8.312606	-8.312606	1.0	1079.0046784877777
531	-8.992716	0.0	-8.992716	-8.992716	1.0	1080.1810710430145
532	-9.296278	0.0	-9.296278	-9.296278	1.0	1081.3271279335022
533	-6.606953	0.0	-6.606953	-6.606953	1.0	1082.4999663829803
534	-8.928593	0.0	-8.928593	-8.928593	1.0	1083.6236746311188
535	-5.45695	0.0	-5.45695	-5.45695	1.0	1084.793975353241
536	-8.277249	0.0	-8.277249	-8.277249	1.0	1086.0346343517303
537	-3.2638	0.0	-3.2638	-3.2638	1.0	1087.1627807617188
538	-8.011466	0.0	-8.011466	-8.011466	1.0	1088.3693447113037
539	-5.9650893	0.0	-5.9650893	-5.9650893	1.0	1089.5525052547455
540	-7.1169424	0.0	-7.1169424	-7.1169424	1.0	1090.6738541126251
541	-9.545632	0.0	-9.545632	-9.545632	1.0	1091.830796957016
542	-10.722697	0.0	-10.722697	-10.722697	1.0	1093.0655176639557
543	-6.859263	0.0	-6.859263	-6.859263	1.0	1094.2287690639496
544	-6.4210978	0.0	-6.4210978	-6.4210978	1.0	1095.5135517120361
545	-6.891261	0.0	-6.891261	-6.891261	1.0	1096.6325190067291
546	-7.120179	0.0	-7.120179	-7.120179	1.0	1097.8198018074036
547	-5.2528963	0.0	-5.2528963	-5.2528963	1.0	1099.0988295078278
548	-7.6744995	0.0	-7.6744995	-7.6744995	1.0	1100.216640472412
549	-7.34487	0.0	-7.34487	-7.34487	1.0	1101.3764021396637
550	-8.728957	0.0	-8.728957	-8.728957	1.0	1102.6238615512848
551	-10.868023	0.0	-10.868023	-10.868023	1.0	1103.8107612133026
552	-7.746661	0.0	-7.746661	-7.746661	1.0	1105.0871753692627
553	-5.367846	0.0	-5.367846	-5.367846	1.0	1106.1903977394104
554	-8.045157	0.0	-8.045157	-8.045157	1.0	1107.341802597046
555	-6.291206	0.0	-6.291206	-6.291206	1.0	1108.5088641643524
556	-5.682668	0.0	-5.682668	-5.682668	1.0	1109.6195228099823
557	-2.8980274	0.0	-2.8980274	-2.8980274	1.0	1110.730250120163
558	-5.247499	0.0	-5.247499	-5.247499	1.0	1111.9459228515625
559	-5.0897827	0.0	-5.0897827	-5.0897827	1.0	1113.1198523044586
560	-12.285334	0.0	-12.285334	-12.285334	1.0	1114.2440650463104
561	-9.951274	0.0	-9.951274	-9.951274	1.0	1115.3775849342346
562	-6.010796	0.0	-6.010796	-6.010796	1.0	1116.584082365036
563	-5.8633065	0.0	-5.8633065	-5.8633065	1.0	1117.6945705413818
564	-7.5096655	0.0	-7.5096655	-7.5096655	1.0	1118.84499001503
565	-7.6722493	0.0	-7.6722493	-7.6722493	1.0	1120.1411018371582
566	-10.611449	0.0	-10.611449	-10.611449	1.0	1121.3625688552856
567	-6.672109	0.0	-6.672109	-6.672109	1.0	1122.4470708370209
568	-8.184775	0.0	-8.184775	-8.184775	1.0	1123.5358550548553
569	-5.505411	0.0	-5.505411	-5.505411	1.0	1124.7463397979736
570	-6.4331336	0.0	-6.4331336	-6.4331336	1.0	1125.8207449913025
571	-8.221119	0.0	-8.221119	-8.221119	1.0	1126.9911193847656
572	-6.6125565	0.0	-6.6125565	-6.6125565	1.0	1128.209608078003
573	-5.223262	0.0	-5.223262	-5.223262	1.0	1129.31147813797
574	-9.374515	0.0	-9.374515	-9.374515	1.0	1130.5534145832062
575	-6.465721	0.0	-6.465721	-6.465721	1.0	1131.6332967281342
576	-4.070358	0.0	-4.070358	-4.070358	1.0	1132.839646577835
577	-12.153311	0.0	-12.153311	-12.153311	1.0	1134.1389694213867
578	-7.7859664	0.0	-7.7859664	-7.7859664	1.0	1135.2481458187103
579	-5.213764	0.0	-5.213764	-5.213764	1.0	1136.403064250946
580	-9.343624	0.0	-9.343624	-9.343624	1.0	1137.568370103836
581	-6.666324	0.0	-6.666324	-6.666324	1.0	1138.8328711986542
582	-6.8103833	0.0	-6.8103833	-6.8103833	1.0	1139.9414846897125
583	-3.1877847	0.0	-3.1877847	-3.1877847	1.0	1141.1282715797424
584	-5.7082944	0.0	-5.7082944	-5.7082944	1.0	1142.2848238945007
585	-4.815185	0.0	-4.815185	-4.815185	1.0	1143.3873031139374
586	-6.338861	0.0	-6.338861	-6.338861	1.0	1144.5026407241821
587	-9.653358	0.0	-9.653358	-9.653358	1.0	1145.7079627513885
588	-3.220591	0.0	-3.220591	-3.220591	1.0	1146.7927877902985
589	-9.497782	0.0	-9.497782	-9.497782	1.0	1147.956211566925
590	-8.640123	0.0	-8.640123	-8.640123	1.0	1149.1485517024994
591	-7.065849	0.0	-7.065849	-7.065849	1.0	1150.3131093978882
592	-5.79976	0.0	-5.79976	-5.79976	1.0	1151.4289271831512
593	-9.759503	0.0	-9.759503	-9.759503	1.0	1152.5567436218262
594	-4.3642507	0.0	-4.3642507	-4.3642507	1.0	1153.763525724411
595	-5.2722826	0.0	-5.2722826	-5.2722826	1.0	1154.923621416092
596	-7.891194	0.0	-7.891194	-7.891194	1.0	1156.051949262619
