0, -2.165, 0, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.6602, -2.165, 0, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, 0, -9.665, 0, 0, 0, 0, 8.6602, -9.665, 0, 0, 0, 0, 4.3301, -3.915, 2.499, 0, 0, 0, 1
0, -2.165, 0, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.6602, -2.165, 0, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, 0, -9.665, 0, 0, 0, 0, 8.6602, -9.665, 0, 0, 0, 0, 4.3301, -3.915, 2.499, 0, 0, 0, 1
0, -2.165, 0, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.6602, -2.165, 0, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, 0, -9.665, 0, 0, 0, 0, 8.6602, -9.665, 0, 0, 0, 0, 4.3301, -3.915, 2.499, 0, 0, 0, 1
0, -2.165, 0, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.6602, -2.165, 0, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, 0, -9.665, 0, 0, 0, 0, 8.6602, -9.665, 0, 0, 0, 0, 4.3301, -3.915, 2.499, 0, 0, 0, 1
0, -2.165, 0, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.6602, -2.165, 0, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, 0, -9.665, 0, 0, 0, 0, 8.6602, -9.665, 0, 0, 0, 0, 4.3301, -3.915, 2.499, 0, 0, 0, 1
-0.31988901040089, -1.27205301991629, 1.43879044917261, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.98008901040089, -1.38295109995675, 1.4498433246311, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -3.915, 2.499, 0, 0, 0, 1
-0.31988901040089, -2.09205301991629, 1.43879044917261, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.98008901040089, -2.20295109995675, 1.4498433246311, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -4.735, 2.499, 0, 0, 0, 1
-0.31988901040089, -2.85205301991629, 1.43879044917261, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.98008901040089, -2.96295109995675, 1.4498433246311, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -5.495, 2.499, 0, 0, 0, 1
-0.31988901040089, -3.67205301991629, 1.43879044917261, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.98008901040089, -3.78295109995675, 1.4498433246311, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -6.315, 2.499, 0, 0, 0, 1
-0.31988901040089, -3.77205301991629, 1.43879044917261, 0.999926736005932, -0.0119236792771063, 0.00208530405924638, 8.98008901040089, -3.88295109995675, 1.4498433246311, -0.999926736005932, 0.0119236792771063, -0.00208530405924638, -7777, -7777, -7777, 0, 0, 0, -7777, -7777, -7777, 0, 0, 0, 4.3301, -6.415, 2.499, 0, 0, 0, 1
0.964998099329044, -1.76500522998306, 4.15693591902265, 0.000255652096723818, -0.999965133446263, -0.00834664805791385, 8.98007471826114, -2.89578772148793, 1.71446494143995, -0.999831455074243, -0.0116860335863502, 0.0141597338654898, -0.17190230320143, -7.96000116704456, 3.38283801428007, 0.974882723499827, -0.222647364537497, -0.00564149679316985, 8.98431420012351, -8.65189205657946, 2.16985672997274, -0.999971185490947, 0.00681651500558816, -0.00334115414312624, 4.3301, -6.415, 2.499, 0, 0, 0, 1
0.964998099329044, -2.08500522998306, 4.15693591902265, 0.000255652096723818, -0.999965133446263, -0.00834664805791385, 8.98007471826114, -3.21578772148793, 1.71446494143995, -0.999831455074243, -0.0116860335863502, 0.0141597338654898, -0.17190230320143, -8.28000116704456, 3.38283801428007, 0.974882723499827, -0.222647364537497, -0.00564149679316985, 8.98431420012351, -8.97189205657946, 2.16985672997274, -0.999971185490947, 0.00681651500558816, -0.00334115414312624, 4.3301, -6.735, 2.499, 0, 0, 0, 1
0.964998099329044, -2.34500522998306, 4.15693591902265, 0.000255652096723818, -0.999965133446263, -0.00834664805791385, 8.98007471826114, -3.47578772148793, 1.71446494143995, -0.999831455074243, -0.0116860335863502, 0.0141597338654898, -0.17190230320143, -8.54000116704456, 3.38283801428007, 0.974882723499827, -0.222647364537497, -0.00564149679316985, 8.98431420012351, -9.23189205657946, 2.16985672997274, -0.999971185490947, 0.00681651500558816, -0.00334115414312624, 4.3301, -6.995, 2.499, 0, 0, 0, 1
0.964998099329044, -2.66500522998306, 4.15693591902265, 0.000255652096723818, -0.999965133446263, -0.00834664805791385, 8.98007471826114, -3.79578772148793, 1.71446494143995, -0.999831455074243, -0.0116860335863502, 0.0141597338654898, -0.17190230320143, -8.86000116704456, 3.38283801428007, 0.974882723499827, -0.222647364537497, -0.00564149679316985, 8.98431420012351, -9.55189205657946, 2.16985672997274, -0.999971185490947, 0.00681651500558816, -0.00334115414312624, 4.3301, -7.315, 2.499, 0, 0, 0, 1
0.964998099329044, -2.76500522998306, 4.15693591902265, 0.000255652096723818, -0.999965133446263, -0.00834664805791385, 8.98007471826114, -3.89578772148793, 1.71446494143995, -0.999831455074243, -0.0116860335863502, 0.0141597338654898, -0.17190230320143, -8.96000116704456, 3.38283801428007, 0.974882723499827, -0.222647364537497, -0.00564149679316985, 8.98431420012351, -9.65189205657946, 2.16985672997274, -0.999971185490947, 0.00681651500558816, -0.00334115414312624, 4.3301, -7.415, 2.499, 0, 0, 0, 1
