Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
192	0.22530057	0.0	0.22530057	0.22530057	1.0	0.0001023707	0.0050397892	0.005974029	-0.008926432	0.008264193	0.0021477586	0.01157964	0.0044638067	-1.3604909	0.18046162	-0.9158485	-1.9996858	-0.27602747	0.1141296	268.43136763572693
192	-0.45430738	0.0	-0.45430738	-0.45430738	1.0	0.0035294474	0.0052894633	0.009660272	-0.0049482714	0.011399978	0.0019774442	0.014381543	0.0076605454	-1.3881369	0.23276198	-0.8303447	-2.6555204	-0.2852101	0.10243998	269.08688521385193
192	0.116303064	0.0	0.116303064	0.116303064	1.0	0.007704273	0.0051981416	0.01348833	-0.0010054167	0.014321514	0.0017880789	0.01722961	0.010969859	-1.373882	0.20554645	-0.9413817	-2.0872374	-0.28611353	0.11679092	269.73451924324036
192	0.30167678	0.0	0.30167678	0.30167678	1.0	0.011162949	0.005255694	0.0176193	0.0028308788	0.017287888	0.001687583	0.020054799	0.014104024	-1.3596933	0.17731532	-0.90191865	-1.9761224	-0.2859616	0.12994325	270.35328936576843
192	0.29608136	0.0	0.29608136	0.29608136	1.0	0.014093509	0.0049308743	0.021032915	0.006382497	0.019745061	0.0014987984	0.022468392	0.016851358	-1.3613428	0.16519819	-0.90526676	-1.6612077	-0.28886136	0.10595158	270.9742798805237
192	0.31652918	0.0	0.31652918	0.31652918	1.0	0.016888935	0.004888873	0.024717122	0.009661122	0.022551253	0.0013881347	0.025198773	0.019651983	-1.389483	0.16095369	-1.0490687	-2.0622666	-0.29754823	0.11527413	271.59736013412476
192	0.3710241	0.0	0.3710241	0.3710241	1.0	0.0203559	0.005180632	0.028505463	0.013291198	0.025211604	0.0013554116	0.027815435	0.022575963	-1.365935	0.14482564	-0.951952	-1.725759	-0.2950673	0.12550189	272.2352590560913
192	0.14684853	0.0	0.14684853	0.14684853	1.0	0.023768958	0.0047959597	0.031268626	0.016071806	0.026882652	0.00134572	0.029442515	0.024363939	-1.372936	0.17172374	-0.9785533	-2.1841164	-0.2994434	0.1203884	272.90461444854736
192	-0.12838383	0.0	-0.12838383	-0.12838383	1.0	0.02559126	0.005104566	0.03327738	0.018560842	0.028523047	0.0013374452	0.031170834	0.025979843	-1.3493259	0.14213188	-0.9322672	-1.6819959	-0.29566115	0.10651455	273.5739223957062
192	0.0070870905	0.0	0.0070870905	0.0070870905	1.0	0.028320692	0.0046827747	0.036023755	0.02095129	0.029599557	0.0012728377	0.032333095	0.027025785	-1.3861988	0.15089537	-1.0060222	-1.9804282	-0.3054412	0.099371076	274.211318731308
192	-0.22750928	0.0	-0.22750928	-0.22750928	1.0	0.030216653	0.004827834	0.037367485	0.02297651	0.030895617	0.0014834262	0.033817198	0.028187804	-1.3646467	0.16495416	-1.0298162	-2.443183	-0.3023183	0.12552443	274.83534026145935
192	0.06661402	0.0	0.06661402	0.06661402	1.0	0.031275533	0.004679772	0.040352173	0.025073206	0.032640774	0.0013197297	0.03514445	0.029400527	-1.3833843	0.22790001	-0.95671654	-2.6520638	-0.30762407	0.11132336	275.48749113082886
192	0.052637536	0.0	0.052637536	0.052637536	1.0	0.032839783	0.004357638	0.041537836	0.026942449	0.033535734	0.001456848	0.036312804	0.030226938	-1.3806875	0.16395193	-0.96478033	-1.9507163	-0.30853093	0.12022088	276.1341505050659
192	-0.25972804	0.0	-0.25972804	-0.25972804	1.0	0.034731917	0.0043122414	0.043262057	0.02876426	0.034518838	0.0016080887	0.036741514	0.031160776	-1.3769329	0.13664491	-1.0861712	-1.9722853	-0.3081769	0.1083799	276.76352429389954
192	0.12660353	0.0	0.12660353	0.12660353	1.0	0.03659735	0.0045095244	0.044585735	0.029839404	0.034685202	0.0017153048	0.037922055	0.031059682	-1.369663	0.15106824	-1.0278172	-2.0694861	-0.30688095	0.12079775	277.3914797306061
192	-0.3457695	0.0	-0.3457695	-0.3457695	1.0	0.0370486	0.0043421816	0.04477514	0.030649085	0.034336094	0.0018994287	0.037841897	0.030554067	-1.3549495	0.14137912	-1.0494919	-1.8125181	-0.30338925	0.1238219	278.02071142196655
192	-0.045868527	0.0	-0.045868527	-0.045868527	1.0	0.036658965	0.004092244	0.044464428	0.030602474	0.033937454	0.002005688	0.037370946	0.029549442	-1.3718798	0.18097997	-1.0735624	-2.5585322	-0.30654243	0.11067585	278.6661059856415
192	0.22290823	0.0	0.22290823	0.22290823	1.0	0.035933316	0.0040488383	0.044022474	0.030449364	0.03339408	0.0022076818	0.036863644	0.0284933	-1.3655102	0.13362353	-1.0800178	-1.7988701	-0.3048445	0.10724833	279.3326201438904
192	-0.0963067	0.0	-0.0963067	-0.0963067	1.0	0.03589807	0.0036985644	0.043642588	0.030435845	0.032836176	0.0021179824	0.036304537	0.027835514	-1.3413984	0.13146032	-1.0298114	-1.8133283	-0.3003979	0.10263403	279.9768636226654
192	0.015156272	0.0	0.015156272	0.015156272	1.0	0.03647723	0.0038924627	0.044015586	0.031006118	0.032893885	0.00252545	0.036699865	0.027978469	-1.3637073	0.15695816	-1.0316012	-2.542335	-0.30516416	0.110298045	280.60631132125854
192	-0.2198219	0.0	-0.2198219	-0.2198219	1.0	0.03664489	0.0033618552	0.04386178	0.031676754	0.033397324	0.0026371647	0.037008375	0.02812849	-1.3632963	0.14853548	-1.0814772	-2.2751887	-0.30562207	0.11699862	281.22546100616455
192	0.19833834	0.0	0.19833834	0.19833834	1.0	0.037085816	0.0037169172	0.045145646	0.032317452	0.0340545	0.0024920187	0.037533116	0.02823383	-1.3578432	0.14437258	-1.0630927	-2.249001	-0.30444223	0.11777623	281.87357115745544
192	-0.05736278	0.0	-0.05736278	-0.05736278	1.0	0.037126947	0.0034353707	0.04484094	0.032291137	0.03335289	0.0028197453	0.037346885	0.027752526	-1.3562367	0.12237215	-1.103718	-1.8347678	-0.3032485	0.118762575	282.51982378959656
192	0.25369525	0.0	0.25369525	0.25369525	1.0	0.036340848	0.0032202452	0.044181418	0.031972583	0.033264156	0.0026803834	0.03688587	0.027256962	-1.3255023	0.11997389	-1.0515039	-1.770335	-0.29647946	0.11053713	283.16278290748596
192	0.03660307	0.0	0.03660307	0.03660307	1.0	0.03506491	0.0028192594	0.042172052	0.03124526	0.03213497	0.0029844176	0.036105644	0.0259947	-1.3499312	0.12432134	-1.0968337	-1.6811903	-0.30001655	0.097472414	283.7708275318146
192	0.0005738708	0.0	0.0005738708	0.0005738708	1.0	0.034264036	0.0030772646	0.04154103	0.03001574	0.030821104	0.003132625	0.03497421	0.024320666	-1.3864427	0.1920746	-1.0487831	-2.8815117	-0.30600455	0.10386007	284.38554191589355
192	-0.33566067	0.0	-0.33566067	-0.33566067	1.0	0.032752395	0.0025504087	0.040137608	0.02923524	0.029737514	0.00328923	0.033849668	0.022864908	-1.3952628	0.21680965	-1.0602121	-3.100439	-0.30655518	0.105207965	285.0053815841675
192	-0.059035644	0.0	-0.059035644	-0.059035644	1.0	0.03152789	0.002547297	0.038460188	0.027892157	0.028453475	0.003210093	0.03265293	0.021452226	-1.3498442	0.1326589	-1.0830293	-1.9042082	-0.29703742	0.10108282	285.64728331565857
192	0.10354722	0.0	0.10354722	0.10354722	1.0	0.030813191	0.0024587612	0.03693361	0.027598497	0.02782888	0.0033650764	0.032464948	0.020533573	-1.358469	0.1905837	-1.0652683	-3.0480447	-0.29809737	0.11177865	286.3054168224335
192	0.28476945	0.0	0.28476945	0.28476945	1.0	0.030188229	0.0022305246	0.036122527	0.027381834	0.027046546	0.0035867582	0.03219614	0.02014371	-1.3556781	0.15973435	-1.0624063	-2.6263676	-0.2970166	0.09734354	286.93960976600647
192	-0.21915981	0.0	-0.21915981	-0.21915981	1.0	0.029689241	0.0023005735	0.036142483	0.026651572	0.027098242	0.0037391072	0.03208467	0.019746784	-1.3659188	0.12969014	-1.1331973	-1.8280745	-0.29825908	0.1127369	287.55303502082825
192	0.2604406	0.0	0.2604406	0.2604406	1.0	0.028671738	0.0022056443	0.034372173	0.025841251	0.025972197	0.0036739435	0.031492047	0.0188943	-1.3580418	0.11935738	-1.0828199	-1.6561074	-0.29537803	0.10810295	288.16728138923645
