Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
2112	-0.28373218	0.0	-0.28373218	-0.28373218	1.0	0.011898007	0.023442226	0.050362118	-0.05027625	0.0075035566	0.033768974	0.07645495	-0.08570646	-1.3929745	0.20316468	-0.98907614	-2.41987	-0.27693075	0.10367595	2880.3235743045807
2112	0.061595097	0.0	0.061595097	0.061595097	1.0	0.009002111	0.02581947	0.049820498	-0.088781215	0.0020409755	0.038613938	0.072857186	-0.1282143	-1.375781	0.16806273	-0.92420125	-2.1084137	-0.27223623	0.115918174	2880.960794210434
2112	-0.047182854	0.0	-0.047182854	-0.047182854	1.0	0.008367883	0.026105376	0.050687958	-0.07538382	0.0056130015	0.035946243	0.068956956	-0.08941343	-1.3528922	0.15215945	-0.9642346	-1.9273334	-0.26817027	0.09599787	2881.5940754413605
2112	-0.24328327	0.0	-0.24328327	-0.24328327	1.0	0.012940034	0.023653297	0.051943332	-0.067030594	0.013076613	0.033611502	0.07859888	-0.07647666	-1.3835784	0.17247948	-1.0585823	-2.2650542	-0.27979115	0.09932303	2882.2409574985504
2112	0.032652702	0.0	0.032652702	0.032652702	1.0	0.010338672	0.024986925	0.050142642	-0.06128483	0.011607556	0.036651142	0.07108992	-0.12028675	-1.3835988	0.27719876	-0.85447454	-3.6673956	-0.2778918	0.0844792	2882.92338347435
2112	0.29351017	0.0	0.29351017	0.29351017	1.0	0.014835673	0.022467436	0.05396704	-0.09097504	0.015000238	0.034663938	0.081416555	-0.10213815	-1.3210934	0.16646877	-0.9565196	-2.1186986	-0.28031054	0.0930921	2883.586140394211
2112	-0.09930229	0.0	-0.09930229	-0.09930229	1.0	0.013495594	0.024290722	0.056129258	-0.066756554	0.024285406	0.03248394	0.07770341	-0.06619153	-1.3850778	0.16916294	-0.93418884	-2.227738	-0.28640318	0.07924252	2884.232041835785
2112	-0.19311458	0.0	-0.19311458	-0.19311458	1.0	0.018327938	0.021016834	0.06014309	-0.04159434	0.024437862	0.03287149	0.09388058	-0.06631159	-1.36607	0.15902503	-0.9361558	-2.050179	-0.28389153	0.09720042	2884.8862805366516
2112	-0.22885698	0.0	-0.22885698	-0.22885698	1.0	0.015281773	0.02238906	0.058011174	-0.050126612	0.023037482	0.03418666	0.08541	-0.0801639	-1.372021	0.19741008	-0.91981626	-2.5361958	-0.2868328	0.08619763	2885.564190387726
2112	-0.2884252	0.0	-0.2884252	-0.2884252	1.0	0.01836919	0.025766809	0.05778037	-0.0819212	0.029244358	0.03232869	0.08799593	-0.0910376	-1.343608	0.17934734	-0.96724343	-2.3826122	-0.28174928	0.09341861	2886.198939561844
2112	0.2706664	0.0	0.2706664	0.2706664	1.0	0.024059042	0.021508636	0.05805133	-0.038824018	0.03455262	0.03364631	0.09463141	-0.07057616	-1.373549	0.17198037	-0.8847065	-2.0900617	-0.29565895	0.09261863	2886.849246263504
2112	-0.34111324	0.0	-0.34111324	-0.34111324	1.0	0.022881038	0.022935113	0.057025675	-0.034043085	0.028557014	0.034969345	0.093939245	-0.071555994	-1.3783597	0.16924143	-1.0203767	-2.0870256	-0.293988	0.084563494	2887.534149646759
2112	0.21129517	0.0	0.21129517	0.21129517	1.0	0.023944993	0.025027461	0.06000846	-0.050302047	0.027102366	0.04076989	0.09706576	-0.10180348	-1.3588841	0.14787349	-0.902704	-1.6263561	-0.2855043	0.10388927	2888.205385684967
2112	0.22739086	0.0	0.22739086	0.22739086	1.0	0.021251595	0.025195083	0.061095756	-0.04565907	0.02461885	0.039483055	0.09537205	-0.0799198	-1.3453313	0.15070522	-0.9710691	-1.7502153	-0.28130805	0.077721454	2888.8605959415436
2112	0.17985158	0.0	0.17985158	0.17985158	1.0	0.024442222	0.024770763	0.064526744	-0.0762924	0.029237803	0.03554449	0.09460132	-0.09173995	-1.3634984	0.17390363	-0.9682417	-1.9308486	-0.28820255	0.09495542	2889.5258436203003
2112	0.17607167	0.0	0.17607167	0.17607167	1.0	0.027737102	0.020376146	0.063522354	-0.052214865	0.030397072	0.034068402	0.08485573	-0.06552969	-1.3490598	0.17914268	-0.87632275	-2.2804127	-0.289951	0.105784774	2890.2001671791077
2112	-0.4324807	0.0	-0.4324807	-0.4324807	1.0	0.026172018	0.024487078	0.066810444	-0.06884415	0.025903795	0.034594525	0.094042316	-0.10452022	-1.3555255	0.15488212	-0.94957185	-1.962637	-0.29060385	0.098326996	2890.8242440223694
2112	0.36990476	0.0	0.36990476	0.36990476	1.0	0.027850518	0.022878302	0.064235546	-0.07316838	0.025863979	0.035216633	0.084922284	-0.0930058	-1.3622189	0.15248805	-0.83367467	-1.7213743	-0.2857412	0.08438823	2891.470460176468
2112	-0.1540414	0.0	-0.1540414	-0.1540414	1.0	0.023224939	0.02310122	0.063028395	-0.041553438	0.017883286	0.03599204	0.08316335	-0.07359229	-1.3805323	0.15558587	-0.9367695	-1.8740277	-0.2829796	0.07859511	2892.104484796524
2112	0.033333335	0.0	0.033333335	0.033333335	1.0	0.026234914	0.020453895	0.060655672	-0.031373773	0.023551337	0.033233207	0.08630746	-0.10116068	-1.3782239	0.19290607	-1.0040116	-2.576394	-0.28817344	0.084577456	2892.721413373947
2112	0.4080438	0.0	0.4080438	0.4080438	1.0	0.022236608	0.022720348	0.061335772	-0.059870318	0.016194465	0.031927202	0.082234785	-0.085964516	-1.3653929	0.15383063	-1.009479	-2.2138696	-0.28061354	0.09138101	2893.3433809280396
2112	0.18112157	0.0	0.18112157	0.18112157	1.0	0.021627607	0.023729254	0.060988374	-0.05257364	0.013698839	0.03803887	0.08965979	-0.119928084	-1.3610476	0.19758959	-0.8297961	-2.634952	-0.28171235	0.09603961	2894.009603500366
2112	0.1143406	0.0	0.1143406	0.1143406	1.0	0.019428805	0.023766713	0.058905248	-0.065363504	0.014085645	0.034414805	0.0858348	-0.080559075	-1.3565681	0.1908045	-0.8922689	-2.1664279	-0.2788639	0.09682393	2894.683839082718
2112	-0.0965394	0.0	-0.0965394	-0.0965394	1.0	0.021577738	0.023818422	0.05974842	-0.0655422	0.018077621	0.036179844	0.09715229	-0.12365581	-1.3592601	0.22701865	-0.87336683	-3.0958266	-0.28284225	0.10157436	2895.9801349639893
2112	0.11013931	0.0	0.11013931	0.11013931	1.0	0.024061639	0.020998945	0.06094123	-0.0454884	0.021985658	0.03244199	0.090534255	-0.096024625	-1.3354216	0.19530062	-0.8555505	-2.421691	-0.28420264	0.09766736	2896.628966808319
2112	-0.2052419	0.0	-0.2052419	-0.2052419	1.0	0.01930814	0.022745468	0.057852846	-0.055005465	0.018618789	0.031975396	0.08754972	-0.05928354	-1.3457812	0.14990523	-0.8780377	-1.9167445	-0.28108177	0.097156495	2897.309814453125
2112	-0.3037095	0.0	-0.3037095	-0.3037095	1.0	0.023824615	0.022082783	0.060810376	-0.031657074	0.020281442	0.03522881	0.08772741	-0.073361635	-1.3830123	0.21272238	-0.966614	-2.8048825	-0.29062128	0.08293256	2897.9802820682526
2112	0.0039799362	0.0	0.0039799362	0.0039799362	1.0	0.025131458	0.023014473	0.06253531	-0.05427121	0.02741389	0.03600964	0.08394266	-0.0794874	-1.3649402	0.18867344	-0.8760896	-2.2533484	-0.2919473	0.09395677	2898.6451025009155
2112	0.375774	0.0	0.375774	0.375774	1.0	0.02951064	0.021383489	0.061928716	-0.049967226	0.032546774	0.036513567	0.106974006	-0.118234396	-1.3702817	0.24272133	-0.9420483	-3.1492157	-0.2921712	0.09127427	2899.3115677833557
2112	0.14533082	0.0	0.14533082	0.14533082	1.0	0.025037933	0.021033902	0.06243839	-0.035473816	0.026202492	0.03387815	0.09970029	-0.057917908	-1.3527086	0.1447399	-1.0715575	-2.0199232	-0.28631884	0.08697552	2899.9780628681183
2112	0.23330618	0.0	0.23330618	0.23330618	1.0	0.022319537	0.021948481	0.06277263	-0.030799605	0.025407702	0.030684002	0.088934004	-0.07132094	-1.3266919	0.14380077	-0.8967538	-1.8422441	-0.28396627	0.07864867	2900.6398532390594
2112	0.21359181	0.0	0.21359181	0.21359181	1.0	0.026749155	0.024495851	0.06295842	-0.054618984	0.034477778	0.03727448	0.0999831	-0.10699941	-1.3664516	0.14446788	-0.995044	-1.6613805	-0.2890725	0.08188592	2901.328950881958
2112	-0.032605626	0.0	-0.032605626	-0.032605626	1.0	0.028298598	0.02331518	0.06187178	-0.07026678	0.03074449	0.037330847	0.093287334	-0.08526385	-1.358619	0.16827716	-0.94029427	-2.44598	-0.28949377	0.087845996	2902.0002534389496
2112	-0.16170467	0.0	-0.16170467	-0.16170467	1.0	0.024937395	0.022871353	0.06262416	-0.040284894	0.028157186	0.0323902	0.08727982	-0.08716279	-1.3708639	0.15085031	-0.92167664	-1.8008959	-0.29239404	0.08375333	2902.6572337150574
2112	0.32718652	0.0	0.32718652	0.32718652	1.0	0.026894502	0.021336833	0.059999347	-0.04502905	0.029543312	0.034326293	0.09043635	-0.07876554	-1.385149	0.2359559	-0.98269486	-3.4263191	-0.2962486	0.08059551	2903.3199377059937
2112	-0.19604816	0.0	-0.19604816	-0.19604816	1.0	0.020612124	0.023194138	0.058762107	-0.05810639	0.01996214	0.03615952	0.08507992	-0.061938427	-1.3656714	0.17892483	-0.8818426	-2.056603	-0.28932306	0.102888465	2903.979121208191
2112	-0.103947	0.0	-0.103947	-0.103947	1.0	0.021123828	0.02280054	0.05726053	-0.042884823	0.020016134	0.03325718	0.0849872	-0.06560346	-1.3488221	0.1834273	-0.91688895	-2.5559874	-0.28384665	0.08872574	2904.6441016197205
2112	-0.14934556	0.0	-0.14934556	-0.14934556	1.0	0.021031648	0.023533719	0.060094647	-0.05259609	0.024042673	0.03279508	0.09208823	-0.06260812	-1.3678871	0.13511877	-0.97975135	-1.5793784	-0.28669164	0.08837882	2905.3348066806793
2112	-0.12769039	0.0	-0.12769039	-0.12769039	1.0	0.021113224	0.023342513	0.05676534	-0.07169422	0.02158539	0.0343663	0.09164719	-0.07882747	-1.3791356	0.18807131	-0.9692874	-2.7863479	-0.28632367	0.08138576	2905.994071006775
2112	0.232813	0.0	0.232813	0.232813	1.0	0.022917604	0.022205906	0.061614666	-0.04398698	0.022962822	0.032375332	0.080046475	-0.0683725	-1.3542244	0.17024924	-0.93639684	-2.2513456	-0.28860074	0.0931323	2906.653496980667
2112	-0.08781916	0.0	-0.08781916	-0.08781916	1.0	0.024676125	0.026360992	0.06304033	-0.072386995	0.022573225	0.038322005	0.094524086	-0.12329091	-1.3412254	0.13824812	-0.9872761	-1.6903453	-0.2863624	0.08710621	2907.3038713932037
2112	0.37099278	0.0	0.37099278	0.37099278	1.0	0.026615173	0.022004487	0.0653768	-0.044128604	0.027921366	0.033284783	0.09249754	-0.057930008	-1.3579054	0.13716096	-0.93783593	-1.7060122	-0.29004192	0.08629383	2907.974720478058
2112	-0.102598	0.0	-0.102598	-0.102598	1.0	0.029098623	0.023856001	0.06801042	-0.05070967	0.03065346	0.035419796	0.092154555	-0.06496204	-1.385208	0.24128215	-0.9663391	-3.3505616	-0.30082762	0.09638636	2908.633232355118
2112	-0.17967293	0.0	-0.17967293	-0.17967293	1.0	0.030131688	0.023687692	0.06370635	-0.06570654	0.034503996	0.034056336	0.09777924	-0.084972836	-1.3779188	0.20645206	-0.93838143	-2.5979085	-0.2971393	0.09532453	2909.299023628235
2112	-0.11799211	0.0	-0.11799211	-0.11799211	1.0	0.033179294	0.020244349	0.073378086	-0.028617503	0.03532037	0.033754766	0.09669794	-0.062261987	-1.3835825	0.14307106	-0.953738	-1.7197025	-0.29560968	0.09258742	2909.965418100357
2112	0.17690654	0.0	0.17690654	0.17690654	1.0	0.03429588	0.021382349	0.0728606	-0.024635218	0.033476762	0.034043636	0.09621267	-0.076951146	-1.3855572	0.18298255	-1.0893843	-2.5669036	-0.30372626	0.087244466	2910.641306400299
2112	0.003486838	0.0	0.003486838	0.003486838	1.0	0.037973955	0.02039064	0.07077969	-0.029306022	0.036041528	0.031226134	0.11994376	-0.05255103	-1.357729	0.15274368	-0.9848044	-1.7943516	-0.29860786	0.07420638	2911.300652742386
2112	0.26460028	0.0	0.26460028	0.26460028	1.0	0.036985654	0.022540005	0.07433834	-0.03778366	0.0399977	0.03584472	0.10828647	-0.04281123	-1.357461	0.2270303	-1.0120432	-3.1202936	-0.3007749	0.098833606	2911.948954105377
2112	0.32011092	0.0	0.32011092	0.32011092	1.0	0.035767708	0.021749938	0.075365216	-0.033916585	0.03422428	0.034335364	0.10027026	-0.096888855	-1.361643	0.16773456	-0.8473985	-2.2998939	-0.29388034	0.089626715	2913.1930224895477
2112	0.17174785	0.0	0.17174785	0.17174785	1.0	0.034049682	0.02227842	0.07341038	-0.02786627	0.034992382	0.033887506	0.114941046	-0.0503385	-1.3489032	0.19885792	-0.91687775	-2.5936131	-0.2952736	0.09769334	2913.8628556728363
2112	-0.18908979	0.0	-0.18908979	-0.18908979	1.0	0.026469627	0.026678696	0.06845529	-0.07184436	0.022799835	0.039839655	0.09218362	-0.11338538	-1.3395544	0.14999494	-0.85747004	-1.7624989	-0.28235075	0.09542443	2914.5375401973724
2112	0.21862128	0.0	0.21862128	0.21862128	1.0	0.03027941	0.02011066	0.066128775	-0.027913809	0.030418929	0.033956025	0.08859066	-0.057663143	-1.3827523	0.17370693	-0.86278915	-2.0865693	-0.2869886	0.099129215	2915.1963391304016
2112	0.32972983	0.0	0.32972983	0.32972983	1.0	0.021047898	0.024803322	0.06838936	-0.0513043	0.015367863	0.03925808	0.09482074	-0.11999734	-1.3881562	0.22512121	-0.9320855	-2.741067	-0.2844664	0.090685636	2915.843322277069
2112	0.09321712	0.0	0.09321712	0.09321712	1.0	0.02138166	0.024059117	0.061677165	-0.04895661	0.016254343	0.038565062	0.08761661	-0.0854734	-1.3713738	0.1561723	-0.8420453	-2.0340204	-0.28091896	0.10421036	2916.490807056427
2112	0.16605452	0.0	0.16605452	0.16605452	1.0	0.01955159	0.022445606	0.059426676	-0.038764007	0.014078736	0.038595807	0.070344195	-0.11668627	-1.3932341	0.24064416	-0.9648104	-3.017191	-0.28188735	0.09640685	2917.155599594116
2112	-0.17258944	0.0	-0.17258944	-0.17258944	1.0	0.015100644	0.02297159	0.05834818	-0.06853021	0.010739423	0.037021857	0.08105977	-0.10293424	-1.3786149	0.18373984	-0.8986771	-2.1899865	-0.27407932	0.08434248	2917.8053891658783
2112	-0.48566267	0.0	-0.48566267	-0.48566267	1.0	0.01302479	0.02311683	0.055596024	-0.048450522	0.01188328	0.037391156	0.07851313	-0.09430997	-1.3722649	0.18871258	-0.80385256	-2.6610923	-0.2748818	0.10033758	2918.4802882671356
2112	-0.3445907	0.0	-0.3445907	-0.3445907	1.0	0.014063202	0.024680289	0.058297545	-0.06848162	0.012461344	0.038118117	0.08247723	-0.10295707	-1.3654786	0.14728023	-0.9415176	-1.722429	-0.27082872	0.091308765	2919.1763229370117
2112	-0.34441763	0.0	-0.34441763	-0.34441763	1.0	0.015805282	0.02235187	0.05366325	-0.048383992	0.018388871	0.03383239	0.08519651	-0.09515706	-1.3818253	0.21361797	-0.87254715	-2.2407951	-0.28259966	0.09485165	2919.8504095077515
2112	0.19811825	0.0	0.19811825	0.19811825	1.0	0.013243526	0.023934828	0.058538586	-0.05901166	0.011623943	0.036874913	0.09343962	-0.09764218	-1.3696674	0.16497815	-1.002893	-2.3203597	-0.27761674	0.08519567	2920.525661945343
2112	0.212375	0.0	0.212375	0.212375	1.0	0.01026534	0.025108088	0.059657115	-0.05847873	0.00990359	0.034821715	0.09086373	-0.084187865	-1.359508	0.27263156	-0.88157797	-3.567409	-0.2775559	0.10848124	2921.175853252411
2112	-0.04863414	0.0	-0.04863414	-0.04863414	1.0	0.013802227	0.024531862	0.05641431	-0.069985494	0.017687973	0.03606682	0.07565549	-0.092491664	-1.3538187	0.1541257	-0.92741156	-2.0666173	-0.27703214	0.094998345	2921.8237512111664
2112	-0.09345794	0.0	-0.09345794	-0.09345794	1.0	0.01901574	0.021220393	0.052996155	-0.059837013	0.023046978	0.03158657	0.08180824	-0.08869869	-1.3665168	0.15326676	-0.97554636	-1.722635	-0.28584763	0.085590705	2922.5122349262238
2112	-0.4736665	0.0	-0.4736665	-0.4736665	1.0	0.015107113	0.023927798	0.057240278	-0.090155035	0.02158973	0.034740087	0.10749294	-0.10437174	-1.3534102	0.17227921	-0.8537228	-1.9991293	-0.2832592	0.09533003	2923.1868104934692
2112	0.021148011	0.0	0.021148011	0.021148011	1.0	0.022452816	0.024204744	0.065830186	-0.053185407	0.029316697	0.035366338	0.100023165	-0.060783613	-1.3610213	0.14125817	-0.997767	-1.643898	-0.2904436	0.09976512	2923.8485929965973
2112	-0.42611027	0.0	-0.42611027	-0.42611027	1.0	0.02436115	0.022531714	0.06682078	-0.041397907	0.024436269	0.03759539	0.10111304	-0.094770506	-1.368825	0.19854888	-1.0477698	-3.106883	-0.29324	0.10566245	2924.5127358436584
2112	0.08997175	0.0	0.08997175	0.08997175	1.0	0.02903623	0.021423673	0.0741195	-0.023371335	0.035379324	0.033991914	0.0942796	-0.050751418	-1.3365054	0.14847788	-0.9565625	-1.6559005	-0.2922584	0.099011496	2925.175621032715
2112	0.26146978	0.0	0.26146978	0.26146978	1.0	0.0267767	0.02573674	0.06851641	-0.079737104	0.029249804	0.04270277	0.10463905	-0.097790614	-1.3808126	0.18133844	-1.0688448	-2.3993816	-0.29636136	0.11813004	2925.8474473953247
2112	0.39290747	0.0	0.39290747	0.39290747	1.0	0.027319472	0.025416603	0.07375926	-0.08092467	0.03263233	0.03793884	0.10588783	-0.09514533	-1.3462656	0.15515403	-0.91890216	-1.9646301	-0.28764215	0.10471688	2926.547985315323
2112	0.28788492	0.0	0.28788492	0.28788492	1.0	0.026222873	0.022462383	0.06567759	-0.03491786	0.027035227	0.037027318	0.09690116	-0.10162574	-1.3634322	0.17273542	-0.9514108	-2.2201796	-0.28568485	0.09618516	2927.20801448822
2304	0.13984017	0.0	0.13984017	0.13984017	1.0	0.022351647	0.021247277	0.057426848	-0.05150319	0.02361626	0.034585197	0.095605694	-0.08070551	-1.3544738	0.13979325	-1.0156894	-1.6891217	-0.27722684	0.09534934	3066.112905025482
2304	0.22609836	0.0	0.22609836	0.22609836	1.0	0.017804384	0.024123883	0.059566423	-0.07210496	0.014331519	0.036165882	0.087977275	-0.076770276	-1.3743702	0.16855519	-1.0826467	-2.4611998	-0.28263667	0.10067646	3066.789175271988
2304	-0.19138722	0.0	-0.19138722	-0.19138722	1.0	0.012688866	0.027495675	0.054748893	-0.05896467	0.0118465405	0.04175946	0.068327874	-0.09539934	-1.3380924	0.13814081	-0.948612	-1.7003384	-0.2659697	0.10083057	3067.474175453186
2304	0.12783052	0.0	0.12783052	0.12783052	1.0	0.015867386	0.02561523	0.05612994	-0.08177224	0.0151188765	0.03773047	0.08847403	-0.08795242	-1.3750548	0.13155839	-1.0588075	-1.7939847	-0.28021866	0.07960523	3068.1231791973114
2304	0.1635811	0.0	0.1635811	0.1635811	1.0	0.015167529	0.024343172	0.061129212	-0.050878696	0.011441322	0.039716344	0.07688717	-0.1295779	-1.344576	0.15866967	-0.94507694	-1.8597007	-0.2732988	0.099332154	3068.7758660316467
2304	-0.104177415	0.0	-0.104177415	-0.104177415	1.0	0.015582904	0.023781136	0.055421833	-0.05732663	0.010759784	0.035678204	0.08045246	-0.087855056	-1.355198	0.14833486	-0.8817818	-1.8414917	-0.27887353	0.08561438	3069.4654541015625
2304	0.34667712	0.0	0.34667712	0.34667712	1.0	0.021070896	0.024113333	0.058843967	-0.06598529	0.017054234	0.03738245	0.07992913	-0.12221767	-1.3801885	0.19052503	-1.0178587	-2.699719	-0.28746024	0.101441026	3070.1410748958588
2304	-0.08078967	0.0	-0.08078967	-0.08078967	1.0	0.022088867	0.02261294	0.066574916	-0.05372543	0.018841902	0.035412665	0.09066913	-0.08288185	-1.3693951	0.17600434	-0.9923518	-1.9611425	-0.2899686	0.09048404	3070.800528049469
2304	0.06538856	0.0	0.06538856	0.06538856	1.0	0.019927017	0.027315475	0.06713608	-0.05417664	0.01811309	0.04032652	0.09632034	-0.12275075	-1.3726802	0.19634101	-0.96070266	-2.5477452	-0.28704995	0.102885984	3071.467987060547
2304	0.2653617	0.0	0.2653617	0.2653617	1.0	0.020739498	0.026895542	0.06795153	-0.061062098	0.018018266	0.039982617	0.09568988	-0.068599336	-1.35904	0.18325596	-0.956105	-2.6036987	-0.28783116	0.07768016	3072.155366897583
2304	-0.081270814	0.0	-0.081270814	-0.081270814	1.0	0.028065154	0.024262356	0.07361266	-0.046699356	0.03016901	0.03794328	0.10025214	-0.070831664	-1.3641518	0.27324235	-0.9540248	-4.984381	-0.29438332	0.09292847	3073.470852136612
2304	-0.21273483	0.0	-0.21273483	-0.21273483	1.0	0.028947243	0.022418704	0.06733813	-0.046094514	0.027933817	0.036770545	0.104745194	-0.06453972	-1.3763126	0.15666263	-1.091285	-2.157842	-0.29613793	0.09393518	3074.1261641979218
2304	-0.16703694	0.0	-0.16703694	-0.16703694	1.0	0.029860066	0.023412166	0.06717996	-0.059596036	0.03049432	0.036074195	0.094171464	-0.06106841	-1.3509811	0.12461875	-1.0225797	-1.6594789	-0.2923973	0.09455058	3074.779160261154
2304	-0.3724306	0.0	-0.3724306	-0.3724306	1.0	0.032828733	0.021347495	0.074986175	-0.0647722	0.037229095	0.034807313	0.10526912	-0.06549902	-1.3778358	0.16522275	-0.9910579	-2.1441283	-0.29842865	0.1161367	3075.4659547805786
2304	0.03266417	0.0	0.03266417	0.03266417	1.0	0.030720305	0.021077013	0.06897945	-0.03939511	0.03548462	0.035516772	0.11109302	-0.05650808	-1.3613904	0.15918534	-0.96470046	-2.0264006	-0.2956975	0.094054	3076.1404070854187
2304	0.12023288	0.0	0.12023288	0.12023288	1.0	0.029992374	0.027007105	0.07693193	-0.061212968	0.033644523	0.042962626	0.10984866	-0.06814297	-1.3728853	0.17536561	-0.90299034	-2.2803419	-0.29614073	0.091738716	3076.802021741867
2304	-0.1013479	0.0	-0.1013479	-0.1013479	1.0	0.034547485	0.021193242	0.068503745	-0.023628393	0.04035137	0.034651242	0.10143311	-0.07240753	-1.3953458	0.20948899	-1.0203826	-3.2289371	-0.3005785	0.09982689	3077.4676690101624
2304	0.26879367	0.0	0.26879367	0.26879367	1.0	0.03230289	0.025779111	0.077878185	-0.05375293	0.0350655	0.038771443	0.11408859	-0.065839335	-1.3710699	0.1743984	-1.0363665	-2.7256107	-0.29851958	0.09792498	3078.140559196472
2304	0.24454945	0.0	0.24454945	0.24454945	1.0	0.03628902	0.021392744	0.074375466	-0.04478869	0.042251945	0.032678954	0.101476595	-0.052339043	-1.3893895	0.1567779	-0.94646	-2.1911871	-0.3050131	0.08171449	3078.8151366710663
2304	-0.28559196	0.0	-0.28559196	-0.28559196	1.0	0.03137045	0.023388095	0.071402766	-0.036248155	0.033970073	0.036796197	0.096497074	-0.106451094	-1.3581625	0.15225607	-0.99895906	-2.215219	-0.29469675	0.09948014	3079.479829311371
2304	-0.044472788	0.0	-0.044472788	-0.044472788	1.0	0.03447051	0.024815539	0.073970854	-0.06726794	0.034423392	0.035494573	0.095449775	-0.08897136	-1.3931702	0.26412722	-1.0327148	-3.1084995	-0.2995891	0.09166652	3080.1330819129944
2304	-0.17957647	0.0	-0.17957647	-0.17957647	1.0	0.033047616	0.02325575	0.07483254	-0.054357063	0.03092859	0.037072446	0.10321314	-0.06720624	-1.3851545	0.15525272	-0.9570918	-1.9394083	-0.29371777	0.08233854	3080.7982835769653
2304	-0.29533258	0.0	-0.29533258	-0.29533258	1.0	0.02989937	0.023680104	0.07543628	-0.06657096	0.028049674	0.03643481	0.105869144	-0.0771946	-1.355734	0.16428578	-0.87830544	-1.9307013	-0.28582835	0.09634535	3082.141949892044
2304	-0.22680162	0.0	-0.22680162	-0.22680162	1.0	0.02626265	0.022906374	0.07353364	-0.031177893	0.021858405	0.036633138	0.09694247	-0.06431847	-1.3461404	0.17456764	-0.98624575	-2.1976295	-0.2832927	0.089667216	3082.811443090439
2304	0.28736836	0.0	0.28736836	0.28736836	1.0	0.025695655	0.025425378	0.06684944	-0.054057714	0.017537817	0.038842943	0.08572951	-0.119986415	-1.3545254	0.14937164	-0.99389005	-1.9913921	-0.27951145	0.08828892	3083.4774758815765
2304	0.30176723	0.0	0.30176723	0.30176723	1.0	0.019941289	0.02337108	0.064611726	-0.04525752	0.015550331	0.03490748	0.08393177	-0.08452787	-1.3613505	0.17616627	-0.904315	-2.1105566	-0.27799326	0.091406494	3084.1454150676727
2304	-0.28024778	0.0	-0.28024778	-0.28024778	1.0	0.02387046	0.02316379	0.059755832	-0.037369713	0.016402815	0.037084054	0.105750084	-0.09988981	-1.3441293	0.22930357	-0.932287	-3.4953032	-0.27529594	0.08332713	3084.806820869446
2304	-0.088915095	0.0	-0.088915095	-0.088915095	1.0	0.017178288	0.023846325	0.058524705	-0.06254409	0.009589932	0.038697876	0.09143397	-0.086927444	-1.3580666	0.16298611	-1.0231633	-2.0961199	-0.27546364	0.10499413	3085.5073828697205
2304	0.3598274	0.0	0.3598274	0.3598274	1.0	0.01581968	0.023326414	0.05204835	-0.048591208	0.010100994	0.037559107	0.080371514	-0.094781175	-1.3464724	0.16672139	-0.9732094	-2.005367	-0.2756116	0.09801569	3086.1841259002686
2304	0.20064461	0.0	0.20064461	0.20064461	1.0	0.0147362	0.023371536	0.05786489	-0.05114639	0.007549025	0.03860063	0.09029761	-0.10809992	-1.3636744	0.20757014	-0.90527797	-3.0213275	-0.2753255	0.08438779	3086.853926181793
2304	-0.068304636	0.0	-0.068304636	-0.068304636	1.0	0.0144918775	0.02326939	0.054864723	-0.049436186	0.013895187	0.036945377	0.08134708	-0.09649426	-1.3454434	0.13282317	-1.0099266	-1.8506107	-0.2702836	0.105073124	3087.498699426651
2304	0.29837212	0.0	0.29837212	0.29837212	1.0	0.015349744	0.023821749	0.05732037	-0.06507635	0.01482539	0.03666617	0.0903358	-0.082871795	-1.3672142	0.17271951	-0.9354453	-2.3207498	-0.2784687	0.09363146	3088.147063732147
2304	0.11090226	0.0	0.11090226	0.11090226	1.0	0.018696839	0.021066608	0.055852816	-0.03885454	0.017709652	0.03451855	0.08698037	-0.0779513	-1.3543227	0.1429463	-0.9914799	-1.8830674	-0.2800342	0.077630326	3088.8129963874817
2304	0.34557816	0.0	0.34557816	0.34557816	1.0	0.0131317405	0.026262175	0.059646085	-0.0625078	0.015294172	0.038212437	0.09006112	-0.12711227	-1.3356888	0.1473615	-0.864789	-1.9183486	-0.2755268	0.113469064	3089.4898426532745
2304	-0.24400237	0.0	-0.24400237	-0.24400237	1.0	0.01756372	0.02361294	0.05333878	-0.0618515	0.022358082	0.03754743	0.09000257	-0.10659367	-1.3598439	0.13243209	-1.0348071	-1.7397223	-0.27972966	0.094437	3090.1570386886597
2304	0.30717584	0.0	0.30717584	0.30717584	1.0	0.016262785	0.026778683	0.056842476	-0.060170695	0.018437859	0.03904342	0.08329708	-0.09015781	-1.3819096	0.16889776	-1.0221868	-2.4562154	-0.2815229	0.08311467	3090.807951927185
2304	0.3923907	0.0	0.3923907	0.3923907	1.0	0.018711947	0.024687156	0.059313912	-0.045022644	0.025517516	0.03845022	0.08635494	-0.06984871	-1.3974943	0.22600152	-0.999326	-2.8583827	-0.28891507	0.094394	3091.4621682167053
